ID,logFC,AveExpr,t,P.Value,adj.P.Val
IL4I1,-1.27465253179415,1.05874427442736,-4.45289510703436,3.59E-05,0.007633979863432
SLC1A3,0.944792966065384,5.39801441602763,4.44220527430341,3.72E-05,0.007844595716661
TRAJ13,-2.25501333598587,-1.41355144348712,-4.4398115937559,3.76E-05,0.007844595716661
FMO1,-2.11279130134138,-0.848218039964726,-4.43784419897639,3.78E-05,0.007844595716661
TIE1,-0.957820859633682,2.38953546873119,-4.43766687249043,3.78E-05,0.007844595716661
C3orf70,0.990430324825205,1.36058779187413,4.43293488614728,3.85E-05,0.007924685069294
CNTNAP4,2.66516328193135,1.51897999104222,4.42986996156524,3.89E-05,0.007959010444252
DPYSL3,-0.875143051726926,4.04824415923327,-4.42013374607549,4.03E-05,0.008169891313345
TNFRSF4,-2.17746328430768,-3.18772321980275,-4.41879693438529,4.04E-05,0.008169891313345
MCCD1,2.02930662164149,-4.76841890945763,4.40883290765006,4.19E-05,0.008362427967538
DIRC3,1.37783632600506,-1.08134960560406,4.40857112109647,4.19E-05,0.008362427967538
STAP1,-2.14640544810574,-0.899661752954977,-4.39268588899271,4.43E-05,0.008762926561545
GCH1,-1.20446131347229,2.48535291915565,-4.39138508096058,4.45E-05,0.008762926561545
AC104667.3,1.47706235420995,-2.3394994400555,4.38992133719653,4.48E-05,0.008762926561545
NWD1,2.48360313374043,-2.11098124222553,4.38610985622284,4.54E-05,0.008826351485291
DNASE2B,1.76941520023261,0.45340524720562,4.38279564727737,4.59E-05,0.008875043111871
RGS16,-1.22223461707979,1.03477782383848,-4.37648000254732,4.69E-05,0.009012811637713
HEMGN,2.66705517948952,-0.759043716853757,4.37455765777788,4.72E-05,0.009012811637713
LPPR1,1.93007551546143,-2.27325606879215,4.37322381027182,4.75E-05,0.009012811637713
TIFAB,-2.17697232316951,-4.61007169368161,-4.36991276396259,4.80E-05,0.009063617003284
IDO1,-1.74025438274201,1.29672954200499,-4.3614199960664,4.95E-05,0.00928172246639
TAP1,-0.717976907924561,6.67465662510116,-4.35196396704965,5.11E-05,0.009507584540133
SFRP2,-2.20674146797774,0.634669916550391,-4.35117557688246,5.13E-05,0.009507584540133
VNN3,2.03732705209187,-1.21272246978087,4.34728310809781,5.20E-05,0.009581694283552
LRRC15,-3.53816013962343,-2.87372819316287,-4.33939316337005,5.34E-05,0.00979231842953
STAT1,-0.747285111280758,9.27665726826032,-4.33602708685215,5.40E-05,0.009851043739313
GAS6,-0.833985770692323,3.52717372689745,-4.32425526763062,5.63E-05,0.010117062352314
TNNT3,-2.28684422640955,-1.47972102507366,-4.32387713986112,5.64E-05,0.010117062352314
ITGA10,1.28736676784787,5.59415365192253,4.32245026119204,5.67E-05,0.010117062352314
CD69,-1.5507270594685,1.51048547004638,-4.32186108729565,5.68E-05,0.010117062352314
ASB4,2.58800841775825,-1.12040415746073,4.3147101472077,5.82E-05,0.010314153849731
FOXC2,2.47961653642974,-1.96921792935542,4.28301757379059,6.50E-05,0.011427773924957
TRAJ4,-2.25378756878682,-2.59333210742559,-4.28199988277674,6.52E-05,0.011427773924957
AKNA,-0.97398424004094,4.85061972538825,-4.27449582327648,6.69E-05,0.011648102822714
SLTM,-0.275356712929446,7.41115566558699,-4.27256702760721,6.74E-05,0.011648102822714
CCDC75P1,1.44448329885734,-4.3354691932986,4.27059743142929,6.79E-05,0.011648102822714
CXCL14,-2.82469682495611,-2.15202149797908,-4.26835265303043,6.84E-05,0.011648102822714
SNCB,2.24798135105086,-3.07715957867513,4.26818647279447,6.84E-05,0.011648102822714
PLAU,-0.938630794180706,2.28969597368116,-4.26707828377594,6.87E-05,0.011648102822714
ADAMTS12,-1.15238770443132,2.93567027392349,-4.26486664346805,6.92E-05,0.011675200165815
NFKB2,-0.673246823421131,4.67417547021906,-4.25688308252335,7.11E-05,0.011938717904243
CHRNA6,1.63043271074253,0.771986002673161,4.25376232598376,7.19E-05,0.012004740863659
MLC1,2.32885565801919,-0.714919074570987,4.24318363062161,7.46E-05,0.012303458725705
CNTN2,1.64985047670214,1.03212205248677,4.24221508098187,7.48E-05,0.012303458725705
HMOX1,1.19626427039188,5.4350335415379,4.2421151887668,7.49E-05,0.012303458725705
ZIC3,2.22915284733093,-4.20260907600018,4.23858557442436,7.58E-05,0.012390107517365
KIAA0922,-0.526404025993401,6.64346956499269,-4.23516107489786,7.67E-05,0.012473114422064
BGN,-0.989275517051841,5.49233732694605,-4.22927231544484,7.83E-05,0.012664123202554
RP11-758N13.1,-1.97168846567693,-5.66173964041494,-4.22247681968496,8.01E-05,0.012835351058113
MMP2,-1.23517782244615,5.94556420307646,-4.22182150660964,8.03E-05,0.012835351058113
AHSP,2.34665138078456,-4.57039074755214,4.21998172364704,8.08E-05,0.012835351058113
FKBP5,1.08984130346963,6.37740712854717,4.21951354993859,8.09E-05,0.012835351058113
UBL5,0.524561009132117,5.94047211740747,4.21367714619625,8.26E-05,0.013030763372866
C1orf63,-0.485347715136016,6.42644722294403,-4.20368017851337,8.55E-05,0.013419970479067
OPTN,-0.535252332664713,7.09428615855096,-4.20201153643249,8.60E-05,0.013430694776441
COL6A5,-2.44029659600982,0.290003327530806,-4.20043248528154,8.64E-05,0.013437600764674
BCL11A,-2.0774132924326,-0.431663072487793,-4.19489802454306,8.81E-05,0.013568686399636
PBX3,-0.53996027652679,4.14556537127095,-4.19476801607193,8.81E-05,0.013568686399636
RUNDC3B,1.07776898870101,0.911163358993262,4.19066604675316,8.94E-05,0.013694706317265
TECTB,2.16379591519773,-4.23294046385768,4.18690430265231,9.05E-05,0.013772846554502
BNIP3,0.664145555857708,4.08540265860937,4.18620733121082,9.08E-05,0.013772846554502
RALYL,2.14909945338374,-3.24406671934938,4.18376627895802,9.15E-05,0.013778092668281
TIMP4,2.52932039590262,-1.58111101681156,4.18332067705585,9.17E-05,0.013778092668281
SYT14L,1.88589907191831,-4.49133305195523,4.18026830583137,9.26E-05,0.013857429482481
GRM8,2.04188290645363,-0.025117363750716,4.1733182743296,9.49E-05,0.014124927653333
SLC22A3,-2.28696513068022,-0.707675085790712,-4.1697682684208,9.60E-05,0.014230960460615
SPAG4,0.875539276518373,2.65250313157011,4.16699247329996,9.69E-05,0.014300071927299
ARHGEF15,-1.3206007064667,0.503417799851548,-4.16199134013145,9.86E-05,0.01447965737665
ST8SIA3,2.60769723687576,-3.63322441415159,4.15607047062098,0.000100637140626,0.014695442579057
LIPG,-1.70994009993993,0.418007847340891,-4.1541910789826,0.00010128600884,0.014695442579057
GBP1,-1.09401904588116,5.78132420854249,-4.15136219686118,0.00010227032255,0.014695442579057
ADIPOR2,0.515574282371057,5.70713028413938,4.15081873666931,0.000102460476025,0.014695442579057
EXOC3L4,-2.46237175489885,-3.19522295861995,-4.15019264291593,0.000102679966066,0.014695442579057
IL15RA,-1.2586131448094,1.30920356566374,-4.14790685838827,0.000103485159098,0.014695442579057
SYNJ1,0.321263483692707,6.1555996246985,4.14782280747463,0.000103514882977,0.014695442579057
GATSL3,1.60217764361336,-1.86352852950062,4.14702967836167,0.000103795772773,0.014695442579057
MUC3A,-1.44106448450057,1.85733403274242,-4.14231709654127,0.000105480003759,0.014867523729794
TMEM119,-2.59013961520219,-2.91180838103621,-4.14098273133758,0.000105961670273,0.014869329252334
RFX5,-0.419920188677204,5.45770572568499,-4.13938306769823,0.000106541903049,0.014883847716834
IL33,-1.7270108512782,1.52662097613818,-4.13811576060778,0.000107003761097,0.014883847716834
EVL,-0.887795666027651,5.22424150540459,-4.13500275655148,0.000108146492448,0.014931248387304
PHACTR2,-0.642140297214436,4.96795349055445,-4.13403506382896,0.000108504111946,0.014931248387304
POU2F2,-1.25065857595242,0.705678590635651,-4.13335272016275,0.000108756964668,0.014931248387304
NKD2,-1.86444109753397,-1.41030821010269,-4.13027457243948,0.000109904712018,0.015023784641953
ELOVL2,1.00136907057576,3.60304923641412,4.11737467641113,0.000114843236535,0.01563149529383
ST6GALNAC3,0.822795478788153,3.30465267286887,4.11296748425221,0.000116579062355,0.015799950356995
HLA-F,-0.803429919162757,5.37203275752737,-4.10869689362562,0.000118285238916,0.015962970497796
ZNF469,-0.919487360761711,4.14390339857125,-4.10284653594578,0.000120661743068,0.016214688642556
FBN1,-0.845411923462911,7.11900025125624,-4.10001491199496,0.000121828482327,0.016302398685706
SHISA3,-2.26063256304635,-4.77345269115601,-4.09563156644906,0.000123656097315,0.016474500163124
PTGIR,-2.17512874818932,-4.01137726413732,-4.09322173165739,0.000124672111272,0.016474500163124
PPP2R2C,2.38032964175132,-2.6684107691658,4.09321959351007,0.000124673016307,0.016474500163124
RP11-1094M14.4,-1.72469445439254,-3.09062593203635,-4.08423937485566,0.000128530635643,0.016913778335178
CREB3L1,-1.68274182839656,0.78621366829805,-4.08267765350953,0.000129213155725,0.016933330663879
ARPP21,1.89497577153538,-0.889967116087081,4.06975340724607,0.000134997259765,0.017618531260089
SDK1,-1.12655020058454,2.64572880762325,-4.06721183767501,0.000136163736177,0.017665213382827
TPSB2,-1.84284698478868,-5.37791540330345,-4.0665502231345,0.000136468981484,0.017665213382827
ADAMTSL1,-1.48168301983057,1.98540486916466,-4.06449673605444,0.000137420596463,0.017692495588827
SNORD115-2,1.42483392622855,-5.98354612769313,4.06307392994736,0.000138083695341,0.017692495588827
F3,0.959348122729,2.95573560914937,4.06249716662332,0.000138353374094,0.017692495588827
ADAMTS2,-1.05720935458217,3.61502363326204,-4.0552416152066,0.000141789562302,0.018059093087793
NPTX2,2.23341094020948,-1.028624531068,4.0480079673307,0.000145297231356,0.018431825580871
RELB,-0.703609404873222,3.28607839692166,-4.04327303233539,0.000147638399186,0.018583704454481
WDFY4,-1.18396386626118,5.53177680296117,-4.04321675777216,0.000147666441399,0.018583704454481
GBP4,-1.02381119270293,4.24574483251603,-4.03655527463696,0.000151022460087,0.018930933988944
PLA2G2A,-2.98374028639249,-1.25115991586587,-4.03423480257051,0.000152208675492,0.01900451155331
CLSTN3,-0.825344174386921,4.63917742016272,-4.03180445939988,0.00015346068357,0.019085694583298
IL1R2,1.8472129281943,1.63356334169393,4.02914386999226,0.000154842685111,0.019182347326658
THBS1,-0.799813484361658,7.13982845177404,-4.02507720567117,0.000156978255038,0.019371238833725
CR2,-3.20147528877866,-0.442708809540947,-4.01846602574627,0.000160510762365,0.019691401013597
NLRC5,-0.914604289009597,6.93146647572289,-4.01733047655099,0.000161125170658,0.019691401013597
CYR61,-0.873504444732579,5.45041891351605,-4.01675857955066,0.000161435462683,0.019691401013597
PROZ,1.29238454279176,0.066036996128162,4.01264899899005,0.000163682176588,0.019814824252431
INHBA,-1.5869990046704,-0.179322103198847,-4.0126222205065,0.000163696914742,0.019814824252431
GPR98,1.42334783127054,4.24761032343281,4.00811151775511,0.000166197813553,0.020041054977212
GREM1,-2.45956599260492,-2.10297380504804,-4.00061400102067,0.000170436348497,0.020474311955372
LIN7A,1.8075724424039,-0.391270741993814,3.99773336245718,0.000172092372648,0.020595235872355
MIR765,1.30796550938084,-0.52432189134752,3.9947468370293,0.000173825626074,0.020724458290606
CXCR1,2.39232507630018,-2.38088436591344,3.9900192177076,0.000176603753639,0.020963190225236
MRGPRF,-2.05447554218428,-2.95374487628228,-3.98846588151979,0.000177525847888,0.020963190225236
OLFML3,0.830944207280873,3.10207057513279,3.98798708786654,0.000177811003676,0.020963190225236
CD36,-0.913379989632245,4.47890054750251,-3.98339114014362,0.000180570746738,0.02120970615577
SNORD82,1.41891620975249,-1.57154695507778,3.98206569343501,0.000181374272761,0.021225474857366
PHYHIP,1.9540006442061,-2.62674439440978,3.97726241039181,0.00018431510709,0.02149032833176
PRDX6,0.372569064291498,6.50167439160217,3.97311205325297,0.000186893101334,0.021711090899982
ABLIM1,-0.786556725753818,4.2961490498609,-3.96799785430323,0.000190117538883,0.022005064336288
ZMYND8,0.390058680461242,7.41190439359649,3.96581301373961,0.000191511314931,0.022039891947147
SLC7A11,1.03694316080539,3.56207905650523,3.96534936103807,0.000191808355219,0.022039891947147
DAAM2,0.54887737507539,6.86495173653002,3.96014736561275,0.000195171564316,0.022345382637942
HSD3BP5,0.932775796515973,3.25744630105697,3.95903650696788,0.00019589707637,0.022347769352462
TRAM1L1,1.33029884204118,-0.227562274327688,3.95576393260192,0.000198049538696,0.022432487200829
RFWD2P1,1.7936137217773,-3.6077342187142,3.95533809561749,0.000198331290883,0.022432487200829
SCARF1,-0.761448223063457,1.30884526623726,-3.95468868596151,0.000198761711025,0.022432487200829
ETNK2,0.642652474252253,3.73921877180304,3.95188229006676,0.000200632107991,0.022563286073895
FAT4,-0.939289750875486,5.3222217889517,-3.95025099842234,0.000201727094958,0.022606265333894
SNRPG,0.509364965771009,5.00294310919598,3.94772587669936,0.000203433400156,0.022717207227329
CLIC5,-1.64045522709746,-1.54829736229485,-3.94659341878974,0.000204203139335,0.02272315214336
CDH11,-0.993554641522704,4.29186512351911,-3.94438558878718,0.000205711878495,0.022766646875644
LRP1B,1.66591547695534,2.54596620933191,3.94392240746376,0.000206029755102,0.022766646875644
TNFSF10,-1.29484809504756,2.83801099268261,-3.93902382420142,0.00020942065125,0.02306099490885
PPP1R9A,0.746952964330881,5.48106772504078,3.92986141755457,0.00021590766119,0.023646400700398
LOXL1,-1.32893750975091,1.19552590440736,-3.92941578938812,0.000216228044495,0.023646400700398
GAPDHP71,1.80006531158855,-2.96460834117048,3.92706734062497,0.000217924021939,0.023675379620125
GPR37L1,2.10540058406484,-3.66251933436878,3.92698172801232,0.00021798608971,0.023675379620125
MAGI1,-0.885767821202682,3.33324601613994,-3.92500905304308,0.000219420963823,0.023749885483601
TNFRSF25,-1.38865925636249,0.573584766629489,-3.92355018865587,0.000220487940874,0.023784199173035
TRPC7,2.01366533429376,-3.02904132125036,3.92094304194439,0.000222407176465,0.023909902353925
SLC10A1,1.07777113114212,1.65485402617994,3.91851426390039,0.000224209547635,0.024022235113855
CXCL10,-1.60960103568075,2.94000620810324,-3.916298512631,0.000225866073583,0.024118237904406
PPP1R42,1.95259613929051,-2.61092536030425,3.9147305027975,0.000227045440101,0.024162815729409
