ID,logFC,AveExpr,t,P.Value,adj.P.Val
AVPR1A,-1.2519280906249,0.016684055166964,-3.90999330670427,0.00023064454453,0.024459398968237
NCR3,-1.97486180150641,-3.69989827967955,-3.90852258303749,0.000231773042238,0.024459398968237
FRRS1L,2.08028910415877,-3.67800008980507,3.90803800082772,0.000232146026658,0.024459398968237
STMN4,2.61586292745116,-3.22456702465131,3.90598794227152,0.000233730354328,0.024544782970723
WT1-AS,-2.4568844515121,-3.38946417515573,-3.90282376066785,0.000236196110193,0.024641129712901
NUP210L,0.608190652128636,3.55897689265186,3.90261455614104,0.000236360015132,0.024641129712901
SYNPO,-0.653657149014984,5.1759898737483,-3.90182605184582,0.000236978765291,0.024641129712901
SLAMF7,-1.45636939646717,3.45776596852986,-3.89973614391272,0.000238626282627,0.024731352703328
GPR179,0.936513928693059,1.41622518952131,3.89848948401266,0.000239614284115,0.024752858001356
PMP2,2.13750002568396,0.409806386029474,3.89272087543703,0.000244237406197,0.025148523052424
MFAP5,-2.68255284421347,-2.063955188655,-3.89072636194774,0.000245855706667,0.025201172765002
KIF26B,-1.01885892936229,4.3792105229649,-3.88936909095117,0.000246962847548,0.025201172765002
SV2A,0.92319411274446,1.80632663952295,3.88916144814936,0.000247132645832,0.025201172765002
MEIS1,-0.674240335856586,3.38131504285749,-3.88421412571318,0.000251211600848,0.025535015093867
DNAJC6,0.887831217756369,3.66888633146235,3.88253853798354,0.000252607683825,0.025594888449969
EFCAB9,1.6573165366765,-1.77188737411436,3.88089698088718,0.000253982636116,0.025652246247707
IGLC2,-1.79877495034306,2.41126048519422,-3.87828351642891,0.000256186488281,0.025792692982049
STAC2,1.89341153023389,-2.48912956156295,3.87648614265341,0.00025771280103,0.025864252442599
TNFSF13B,-0.833468663035927,3.48346770754227,-3.8703258477149,0.000263010585595,0.026312674168962
LBH,-0.989010026153095,2.26669446324032,-3.86932726945028,0.000263879139881,0.026316550447159
GAPDHP1,0.717936731771743,2.22683138546184,3.86798265314688,0.000265053025864,0.026350757561936
SPP1,1.24057977737287,8.63201638426238,3.8612332445264,0.00027102157359,0.026859931827647
KIAA1462,-0.761282278848314,2.93347851746822,-3.85858762328891,0.000273396129012,0.027010856185323
USP53,0.660235115630783,7.16486082760959,3.85151919308947,0.000279838675611,0.027439300613456
GPR126,0.789637949475214,6.36596787956352,3.85101096834094,0.000280307470294,0.027439300613456
SLC4A1,2.43535450283317,-1.25961509477171,3.85098834778037,0.000280328353369,0.027439300613456
DPYSL5,2.17393374294739,-2.17447059932724,3.8459829719636,0.000284986160936,0.0278093880244
SH3GL3,2.29636849444557,-2.56296696459999,3.84187615084627,0.000288863172811,0.028046956879573
CLEC10A,-1.4575202821668,-0.556938837252906,-3.84153292712654,0.000289189471515,0.028046956879573
CD1B,-1.89421779573966,-4.13666783814806,-3.84003573602226,0.000290616972962,0.02809947158698
SRI,0.361457169890515,5.68038540635086,3.83659418381622,0.000293924002108,0.028332844385562
CACNG7,1.77282571260776,-4.7985644914993,3.83274237196446,0.000297668057219,0.028606802323204
UNC5B,-0.95744566096265,2.37760616272323,-3.83100022387175,0.000299376450415,0.028684062684211
GBX1,2.22750165924074,-2.42289692713557,3.82898629288794,0.000301363078677,0.028787435774552
CCL2,-1.02410601513433,2.96410107695086,-3.8253817201301,0.000304950388116,0.029042632458611
PAQR6,0.653860158194692,1.76302399197075,3.82073925139162,0.000309630982544,0.029400110719789
EMB,-1.0258511403152,3.73522425512828,-3.81867251717681,0.000311736775177,0.02945651435237
DAAM1,-0.374473204608254,6.53604896373115,-3.81833434842764,0.000312082639289,0.02945651435237
QPCT,0.995954844655926,7.01115882706388,3.81727906321968,0.000313164305282,0.029467040114676
DMRT3,-1.64113321069165,-5.22411654888239,-3.81641518375605,0.000314052455028,0.029467040114676
PDE8B,0.669774986194057,3.40954204086699,3.81336936695173,0.000317203146734,0.029544183041675
TMEFF2,1.8643387450198,-1.7339938310253,3.81308487860191,0.000317498972981,0.029544183041675
PBX1,-1.03544788272175,2.09742245387795,-3.81292112704075,0.000317669370537,0.029544183041675
C8orf4,-1.32587777725655,0.63915027340109,-3.80994522533337,0.000320781365919,0.029705881781639
BRINP1,2.21610111294684,-3.28289847745358,3.80946966680841,0.000321281372615,0.029705881781639
CABP1,2.14522491726318,-2.2329502078566,3.80460683503854,0.000326437255672,0.030094857925536
UNC13C,2.5529105900576,-0.657790880238915,3.80268191899841,0.00032850000124,0.030197243592249
JAK3,-0.87053971698034,4.43675166921872,-3.80093402714755,0.000330383862673,0.030282641100595
NRSN1,2.42754633920761,-4.49462252180086,3.79834014956111,0.000333198611335,0.030452624668199
COL6A1,-0.691300354640971,7.00051661842368,-3.79492217743466,0.000336942729858,0.030706326823893
KCNQ3,1.17937874521329,1.40849989711497,3.79307753743206,0.000338980100302,0.030803481091627
USH2A,1.19061731103689,3.1525308336444,3.78929213159477,0.000343198031679,0.031097663933338
TRAJ9,-2.04602435544479,-2.10947831163946,-3.78719864269194,0.000345552268548,0.031221779614612
AMER2,1.96444425007261,-4.14250262601989,3.78588725276267,0.000347034866066,0.03126665835917
FAM107B,-1.12189707705753,2.8842101706221,-3.78284632133648,0.000350496285165,0.031376743806583
FAM107A,1.74119657097893,-1.81393837655812,3.78173913848596,0.000351764756944,0.031376743806583
PRKAG3,1.72088320890673,0.338355188111109,3.78152158045745,0.000352014524054,0.031376743806583
SLC4A10,1.88975201802465,-0.16167328211105,3.78134776975499,0.000352214189164,0.031376743806583
LYVE1,1.2239448137878,1.797820525469,3.77577019382176,0.000358679323465,0.031782666556922
ANO1,-1.15956532098218,2.65171948145172,-3.77568826187017,0.000358775134873,0.031782666556922
TAPBP,-0.405680962504006,5.65639969599734,-3.77352517694219,0.000361313533721,0.031877170108895
TRAJ30,-2.01185535671129,-2.96113453757035,-3.77306801176133,0.000361852217923,0.031877170108895
PHACTR3,1.38078925129187,0.559632181700694,3.76929382604263,0.000366328868042,0.032182143271733
DLL3,1.39810469706225,1.95214842044493,3.76258610203341,0.000374416225038,0.03276887254417
C1orf222,2.05770134508906,-3.08870256823634,3.76204655218001,0.000375074122896,0.03276887254417
IL32,-1.30283167114589,1.21222303363524,-3.75675401304546,0.000381586490658,0.033246247155873
FANCB,0.478318084432309,4.69255019954694,3.75195996077514,0.000387578772457,0.033675816958124
ACVRL1,-0.80285422374272,2.62807844811973,-3.75000590602517,0.000390046967419,0.033797676297049
HEG1,-0.560636564606342,6.06435781195722,-3.74759792830891,0.000393109209153,0.033970205610558
CSTF1,0.408805779286443,5.16165475220103,3.74365284212198,0.00039817597551,0.034314545889498
EPSTI1,-1.00401984949475,4.38782470545022,-3.74070202336147,0.000402006560911,0.034550775264886
DEFA3,1.83809016541878,-5.29243513116695,3.73935640775162,0.000403765042677,0.034608120441756
TUBB1,0.952905831955093,2.94759129364332,3.73676460631658,0.000407172825393,0.034806142815365
SNORD115-17,0.837249840319623,-6.76805286787187,3.73361578594454,0.00041135001574,0.035068694621453
STMN1,0.652094548625749,6.86507866431746,3.73002441089007,0.000416164325334,0.035384009151897
LINC00632,1.68639915588983,-3.45032044219452,3.72814709443902,0.000418702303669,0.035504611921284
PLAC8,-1.90407834067979,0.212871735495221,-3.72576441634991,0.00042194480826,0.035600030786093
APOL3,-1.08840031324371,2.66525492300938,-3.72567084433759,0.00042207263592,0.035600030786093
DRC1,1.93382832745521,-1.85357405535486,3.72149220912823,0.000427818921419,0.035918402722953
ADH1B,-2.30287250121853,-0.877517137863729,-3.72080577677241,0.000428769998812,0.035918402722953
KCNK6,-1.63304755028439,-0.559077669008414,-3.71839045495066,0.000432132612031,0.035918402722953
SYT16,2.18009573487152,-3.45005378648926,3.71823174432184,0.000432354449599,0.035918402722953
PDLIM3,-0.859562898205553,4.06082977876601,-3.71795494501375,0.000432741605997,0.035918402722953
SLITRK3,1.88910719080225,-3.41741537807895,3.71713477301942,0.000433890719165,0.035918402722953
SNORD113-8,1.65873674725637,-2.65540348001748,3.71684533226953,0.000434296939993,0.035918402722953
UNC13A,1.38744823052025,1.02139688031603,3.71451016301841,0.000437587600196,0.035918402722953
CD52,-1.3190503126101,0.21329231565643,-3.71402167144447,0.000438278977824,0.035918402722953
ARHGDIG,2.02330574417464,-4.56088962988529,3.71391957113481,0.000438423615503,0.035918402722953
MIR873,1.8894131543203,-3.66038041550126,3.71318622916524,0.000439463826403,0.035918402722953
TEX26,1.79842043719077,-4.20187392392276,3.71316221236233,0.000439497932965,0.035918402722953
MOG,1.93776136134872,0.66306338960163,3.71240772181824,0.000440570683585,0.035918402722953
CIITA,-1.11537598582522,5.90044627111715,-3.71078341535821,0.000442888657145,0.036014797109494
IL6,-1.59243770940961,-0.047474839363433,-3.70883882842428,0.000445679020154,0.036149013926252
CD274,-1.02204132065414,1.85024732237015,-3.70639286108049,0.000449212697193,0.036151710312013
MAX,-0.324223259691402,5.29700834124542,-3.70624969721393,0.000449420352643,0.036151710312013
SMAD7,-0.753292177455409,0.840969359029835,-3.70603381562027,0.00044973365673,0.036151710312013
PCYOX1,0.416604286323027,5.31811834828883,3.70566322039901,0.000450271979985,0.036151710312013
TRAJ5,-2.1425806853486,-2.3850010519636,-3.70410643663654,0.000452540083932,0.036242061166175
EPYC,-2.95552064190201,-4.14024405170653,-3.70251265325844,0.00045487340106,0.036249927618658
TCTE1,1.71292472983634,-4.47919067880858,3.70247793191358,0.000454924361236,0.036249927618658
EXPH5,-1.44149210442678,0.693431510446742,-3.70083975611065,0.000457334905963,0.036350674706066
XRCC6P5,1.16791780480659,-5.6298538937748,3.69901511422624,0.000460034198826,0.036473811453885
STX17,-0.364260838567912,4.46233216760691,-3.692629767483,0.000469600738509,0.037022145424127
PON2,0.414907128127479,6.64405028341793,3.69261427351517,0.000469624181094,0.037022145424127
ATP10B,0.667697606845866,5.65130467596476,3.69206740868082,0.000470452311469,0.037022145424127
IL4R,-0.738988894114685,4.64865452526263,-3.69088884259794,0.000472241787326,0.037070980305092
FCHSD2,-0.554347148477897,5.73260760877139,-3.68738282183941,0.000477603675252,0.037399315943088
MLKL,-0.762011391341102,2.55159681880691,-3.68637631382687,0.000479153676676,0.037428275128369
ST18,1.91721273851684,-0.35374693558271,3.68516391838523,0.000481027120016,0.037482295047172
TRBC2,-1.52908839582211,3.00427570250498,-3.68341035726942,0.000483749175987,0.037602013155025
MORN4,0.813152498100783,1.5380880754254,3.68030337748846,0.000488608307748,0.037886855432578
PSMB8,-0.499449573863744,5.04782978511675,-3.6786367676453,0.00049123395739,0.037997545669953
NFIB,-0.584760129457085,5.09666524215231,-3.6777228568041,0.000492679486512,0.038016635608888
BACH2,-1.24780041365766,0.79334240236596,-3.67544174143478,0.000496305259708,0.038203458753334
FYB,-0.857603641855471,6.36876481347314,-3.67141090573672,0.000502774537095,0.038528535308411
RBFOX1,2.0576667272559,-2.8350973340126,3.67129724796871,0.000502958113694,0.038528535308411
TULP2,1.47412230846362,0.519752067304247,3.67002390325523,0.000505019160844,0.038593199197584
SOD1,0.417046461007626,7.50336073011974,3.66859286328379,0.000507345077027,0.038677744646255
LSP1,-0.959653104392805,2.54575531694373,-3.66566351100946,0.000512138179637,0.038949520932848
PTPRN,1.6291492284474,-1.00285167784646,3.66400425524063,0.000514872251866,0.039063776544699
HCK,-0.742695517111198,3.31285350515609,-3.66215942349117,0.000517928465381,0.039201869572996
PLA2G7,-0.923593447754519,4.00055077157063,-3.65533973418716,0.00052937719005,0.039857585480122
TPM1,-0.543252392394804,6.85716562224974,-3.65509009396945,0.000529800828041,0.039857585480122
BTBD18,0.613216244340572,3.69439727563026,3.65475969000982,0.000530362019064,0.039857585480122
ANXA6,-0.393581090426306,6.84766077301562,-3.65125216761398,0.000536354622565,0.039978000606951
IGHV4-34,-1.96613636513385,-0.37604402382653,-3.6509910763713,0.000536803271118,0.039978000606951
SMIM1,1.73011679806488,-2.52588074868263,3.65094332449538,0.000536885364719,0.039978000606951
EGLN3,-1.06818775044924,1.4061062672789,-3.65047707072863,0.000537687564,0.039978000606951
C7orf73,0.365666033720883,5.01329703894671,3.65014058280485,0.000538267208777,0.039978000606951
PCSK7,-0.512421286431741,4.37531294958074,-3.64810442124485,0.000541787504416,0.040145441390322
ATCAY,2.27297608656829,-3.55919615179952,3.64596947358529,0.000545502173762,0.040326470719572
BCL9L,-0.402993072386933,4.87802624829813,-3.64110905591089,0.000554049810108,0.04086310622734
IFIT1B,1.23713790820233,-0.582937057274584,3.63814911814993,0.000559317649676,0.041155916338316
TNFRSF18,-1.82423470150034,-3.6629989833274,-3.63728289069258,0.00056086829907,0.04117448434419
RPSAP43,1.61793425669436,-4.84548574157662,3.63603277154033,0.000563113389742,0.041243829196962
LILRB2,-0.851347638132436,2.50684027411591,-3.63484665045746,0.000565251467758,0.041305034673916
IL18BP,-0.705409210318213,2.96937963477258,-3.63390685741305,0.000566951014471,0.041333987294109
MYOZ2,1.36896924038459,-0.268341943139467,3.63077677253905,0.000572646754548,0.04156443224956
HPN,0.961158003548002,2.49778781617676,3.62904222537459,0.000575826520853,0.04156443224956
KRT18P62,1.27466213023191,-4.45192779772941,3.62872364216467,0.00057641237359,0.04156443224956
C1orf61,2.04247384476783,-1.35102813345901,3.6286831536523,0.000576486869885,0.04156443224956
NCBP2,0.304920854444485,4.43290771535009,3.62831842137187,0.000577158368091,0.04156443224956
FLT4,-0.890026596860139,1.60889342516674,-3.62745818975031,0.000578745070854,0.04156443224956
RCAN1,0.663052656702523,5.49250877821449,3.62716539003496,0.000579286089875,0.04156443224956
ANKRD7,1.23147502033826,0.6144389430935,3.62175002866285,0.000589379645354,0.042193196552483
TBC1D2B,-0.33712411853028,5.54846751358907,-3.61514643482535,0.000601914852618,0.042993530711545
SELP,-1.15934914660892,0.764203809200241,-3.61321562986755,0.000605627729738,0.04316152319303
FMNL1,-0.718070015109506,4.7729284012228,-3.6118956899677,0.000608178482103,0.043202057716122
ATP1A1,0.495446662541588,10.7021100204314,3.61151246286345,0.000608920974936,0.043202057716122
DLL1,-1.13495800355088,0.409324076664102,-3.60704371267325,0.00061764307525,0.043657887347947
ALPK2,-1.39756886620296,0.848659945585293,-3.60681178187829,0.000618098991588,0.043657887347947
GRIN1,2.01195709390218,-1.06749259865836,3.60411633415107,0.000623421121296,0.043935949868392
SCN1A,1.58051676595863,0.877881218215112,3.60278847192121,0.000626058993994,0.043988740146412
KIAA0556,0.46698816841433,6.415228296475,3.60234403324952,0.000626944268972,0.043988740146412
DGKB,1.68881945988367,-0.4311042406581,3.59934678483854,0.000632945685641,0.044145922011851
RIMS1,1.95470488148992,-0.719075433011544,3.59882013881025,0.000634005830343,0.044145922011851
OSMR,-0.748011254184183,5.59204760357603,-3.59818481189059,0.000635287002062,0.044145922011851
FOXN3,-0.484523028018435,3.48037167436139,-3.59677659902647,0.000638135537351,0.044145922011851
PPAP2C,1.17922322514567,0.121473870706235,3.5964343095366,0.000638829756773,0.044145922011851
PLCL2,-0.731016752169414,4.86458492842977,-3.59638993010673,0.000638919818223,0.044145922011851
NRGN,1.70727096090922,-4.25395851834019,3.59606113602663,0.00063958743369,0.044145922011851
SELL,-1.37151092946141,2.64696787376873,-3.59570048765101,0.000640320493329,0.044145922011851
TNFSF15,-2.02255161941743,-2.24775174553086,-3.59280587594,0.000646233182701,0.044456917909266
PHYHIPL,1.62710506597413,-0.193567262235221,3.59178611588476,0.000648328558004,0.044504527897262
SRRM4,1.92234442163514,-4.3443798238001,3.59109261463802,0.000649757240224,0.044506265910257
WNK4,0.932911721776928,5.43635259197337,3.58841793746914,0.000655295474192,0.044788880751121
TSPAN18,-1.24786539586936,0.761824651947823,-3.58471118101587,0.000663045108292,0.045071330371176
TTLL7,0.568195464054444,4.22137117665066,3.58423430381675,0.00066404841734,0.045071330371176
BAZ2A,-0.240258548773598,7.79440111836505,-3.58407389903425,0.000664386220114,0.045071330371176
CYLD,-0.510607388453856,6.65559226075547,-3.58372921806808,0.000665112650997,0.045071330371176
C3orf27,1.26896965840827,-6.42279132636805,3.57630190231734,0.000680951003319,0.04595758219611
UBA7,-0.773654159218815,4.78788491704035,-3.57623781141557,0.00068108922344,0.04595758219611
CSF2RB,-1.05728833121515,3.50877282314748,-3.57412694475591,0.000685656527057,0.046086776962177
TLR7,-1.06203198740354,2.97447781332164,-3.5740100592512,0.00068591028335,0.046086776962177
FAM135B,1.51507741418243,-0.66607844061591,3.5659051239259,0.000703725590671,0.047183515277673
PHF11,-0.603888804541743,4.85710161105417,-3.56454160668852,0.000706765652081,0.047183515277673
TNIP1,-0.351093576407601,5.5661398271367,-3.5641256384196,0.000707695568647,0.047183515277673
IL2RG,-1.20313608362841,2.52885955309611,-3.56390727958434,0.000708184185917,0.047183515277673
DES,-2.74532956232578,-1.3178863975451,-3.56075641147136,0.000715270653879,0.047555751608187
CTSL3P,1.43844392020928,-4.40610683641834,3.55908344272224,0.000719060617275,0.047707716351995
ATG12P2,1.36464643534274,-4.69963763727106,3.55358605342958,0.00073164945397,0.0483826310211
PML,-0.477910573445839,5.58093448071216,-3.55325497650393,0.000732414263736,0.0483826310211
CPXM2,-1.72377575696596,-0.22902294658102,-3.5526516914836,0.000733809848053,0.0483826310211
BAZ1A,-0.377904952775336,7.2878394809284,-3.55073322545491,0.000738264681727,0.048503941623368
INMT,-1.76079453930628,-3.5046104671056,-3.55010382179496,0.000739731803309,0.048503941623368
ARHGAP17,-0.30230509322848,5.93650258232173,-3.54967423417467,0.000740734751257,0.048503941623368
CD247,-1.45614701681955,0.754206690532536,-3.54908829560411,0.000742104813187,0.048503941623368
IKZF1,-1.17907879633179,3.23740636717948,-3.5485793389762,0.000743296828812,0.048503941623368
RNASE1,0.988507084429087,5.03378609199827,3.54656899727709,0.000748023028925,0.04864134904613
OLFML2B,-0.774103489572206,2.48503676710563,-3.54592061670332,0.000749553420302,0.04864134904613
C6orf132,-1.92470210691299,-1.55412863361437,-3.54540496157914,0.000750772661104,0.04864134904613
JUP,-0.937334401149181,2.77454600248652,-3.54508188346875,0.000751537523889,0.04864134904613
GRIA2,1.7730046283984,0.785672832649265,3.54335435135697,0.000755639914201,0.048807259142487
ZNF192P1,1.33088611317144,-5.49748779197254,3.53980498040353,0.000764135560336,0.049190488273558
SLC30A2,1.87107714451784,-1.87600592754458,3.53958077648198,0.000764675244966,0.049190488273558
TSHZ2,-1.37823684740989,0.836209430476792,-3.53507536150515,0.000775597413674,0.049792097929646
