p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,diffexpressed
3.88E-12,0.062914923105755,0.258,0.244,1.38E-07,NACC2,MBM
3.91E-12,-0.015448035938923,0.036,0.048,1.39E-07,C6orf226,ECM
3.93E-12,0.057430760058329,0.235,0.213,1.40E-07,ZRANB1,MBM
3.94E-12,0.009662172555999,0.178,0.189,1.40E-07,NOMO1,MBM
3.95E-12,-0.010548775719182,0.003,0.007,1.41E-07,METTL7B,ECM
3.98E-12,-0.018356166991189,0.016,0.025,1.42E-07,AC099066.2,ECM
3.99E-12,-0.045143170100018,0.101,0.121,1.42E-07,SSPN,ECM
4.00E-12,-0.012807256473669,0.105,0.121,1.43E-07,AC006480.2,ECM
4.03E-12,0.007994523083624,0.128,0.139,1.44E-07,PPIE,MBM
4.05E-12,0.165232920276218,0.304,0.328,1.45E-07,RPL11,MBM
4.10E-12,-0.008159829940579,0.009,0.016,1.46E-07,ANKRD29,ECM
4.11E-12,0.025703918999658,0.17,0.177,1.47E-07,CCDC25,MBM
4.14E-12,-0.032842031871308,0.049,0.061,1.48E-07,ZNF154,ECM
4.22E-12,0.021921637151516,0.019,0.011,1.50E-07,AC104633.2,MBM
4.22E-12,-0.041949711933152,0.408,0.435,1.50E-07,E2F3,ECM
4.24E-12,0.062625507948068,0.322,0.306,1.51E-07,LIN52,MBM
4.25E-12,0.010161344581809,0.026,0.028,1.51E-07,ZNF239,MBM
4.29E-12,-0.011026513477793,0.024,0.034,1.53E-07,NXT1,ECM
4.30E-12,0.053521903651387,0.28,0.271,1.53E-07,TXLNG,MBM
4.30E-12,-0.007570970108432,0.001,0.004,1.53E-07,LINC01257,ECM
4.31E-12,0.016288336553119,0.065,0.052,1.54E-07,CIITA,MBM
4.31E-12,0.027112850887114,0.021,0.013,1.54E-07,LINC01841,MBM
4.31E-12,0.005855946249762,0.004,0.001,1.54E-07,QRFP,MBM
4.34E-12,-0.056632864930365,0.074,0.091,1.55E-07,L3MBTL3,ECM
4.39E-12,0.057088573361992,0.289,0.292,1.56E-07,ATF4,MBM
4.44E-12,0.016076535030969,0.014,0.008,1.58E-07,AC104850.2,MBM
4.48E-12,0.053202551903006,0.171,0.15,1.60E-07,CBWD2,MBM
4.49E-12,-0.0218402916188,0.033,0.046,1.60E-07,LINC02802,ECM
4.49E-12,0.017090408070237,0.011,0.007,1.60E-07,KDR,MBM
4.50E-12,-0.015897437498501,0.018,0.025,1.60E-07,AC140168.1,ECM
4.50E-12,0.009490186033493,0.01,0.005,1.61E-07,HIST1H2BH,MBM
4.50E-12,0.010563481247449,0.116,0.124,1.61E-07,MRPL35,MBM
4.55E-12,0.026152854194955,0.033,0.023,1.62E-07,AL133284.1,MBM
4.56E-12,0.008207670006304,0.003,0.001,1.63E-07,FCGR3A,MBM
4.59E-12,-0.024532200789543,0.013,0.022,1.64E-07,LINC01258,ECM
4.62E-12,0.020441668739508,0.147,0.156,1.65E-07,SGTA,MBM
4.62E-12,-0.026851603267592,0.027,0.038,1.65E-07,GUCA1B,ECM
4.62E-12,-0.015892805699034,0.01,0.017,1.65E-07,DMC1,ECM
4.66E-12,0.018618246785923,0.016,0.009,1.66E-07,SLC22A14,MBM
4.66E-12,-0.022634353407425,0.018,0.029,1.66E-07,BBS10,ECM
4.67E-12,-0.029667259549658,0.111,0.131,1.66E-07,SBF1,ECM
4.67E-12,-0.056526835374898,0.167,0.192,1.66E-07,RPAP1,ECM
4.68E-12,0.06789358439947,0.273,0.249,1.67E-07,PFKL,MBM
4.70E-12,0.063783062697862,0.172,0.152,1.68E-07,TIMM9,MBM
4.71E-12,-0.01615981394906,0.136,0.154,1.68E-07,AC093019.2,ECM
4.72E-12,0.055758711250853,0.223,0.215,1.68E-07,GLUD1,MBM
4.72E-12,0.027411261876347,0.023,0.015,1.68E-07,MEI1,MBM
4.74E-12,-0.025288091939294,0.041,0.054,1.69E-07,TMC3,ECM
4.75E-12,-0.007784969592683,0.002,0.005,1.69E-07,PCDHGA4,ECM
4.83E-12,0.038933195170436,0.127,0.125,1.72E-07,MRPS23,MBM
4.83E-12,-0.006274329648174,0,0.003,1.72E-07,DSCR4,ECM
4.84E-12,-0.016642003812225,0.005,0.01,1.73E-07,AC090802.1,ECM
4.86E-12,0.02414594285154,0.067,0.052,1.73E-07,AL031963.1,MBM
4.90E-12,0.031785745443232,0.093,0.09,1.75E-07,CASP6,MBM
4.91E-12,-0.039793240262195,0.11,0.132,1.75E-07,ETAA1,ECM
4.94E-12,-0.01224665637806,0.005,0.01,1.76E-07,CYYR1-AS1,ECM
4.95E-12,-0.05896572775518,0.311,0.343,1.76E-07,VPS29,ECM
4.99E-12,-0.004325230794763,0.001,0.003,1.78E-07,TRIM60,ECM
5.10E-12,-0.010393275064989,0.012,0.018,1.82E-07,AC245407.2,ECM
5.15E-12,0.060253137840966,0.225,0.202,1.83E-07,SNRNP40,MBM
5.18E-12,0.016424636574033,0.011,0.006,1.85E-07,SOHLH2,MBM
5.19E-12,0.06613169077882,0.222,0.2,1.85E-07,MORC2,MBM
5.19E-12,-0.003534725783423,0,0.002,1.85E-07,AC092625.1,ECM
5.20E-12,-0.011710203146763,0.003,0.007,1.85E-07,FMR1-AS1,ECM
5.31E-12,-0.011179804383187,0.008,0.013,1.89E-07,AC002070.1,ECM
5.33E-12,0.004109012553967,0.026,0.031,1.90E-07,C11orf1,MBM
5.35E-12,-0.05158623341158,0.19,0.215,1.91E-07,KLF3,ECM
5.40E-12,-0.007166295929919,0.003,0.008,1.92E-07,AMIGO1,ECM
5.44E-12,0.062545935047619,0.344,0.321,1.94E-07,MAPKBP1,MBM
5.46E-12,0.040490366516471,0.103,0.099,1.95E-07,MRPL41,MBM
5.50E-12,-0.022025916488898,0.188,0.212,1.96E-07,GLT8D1,ECM
5.52E-12,-0.01680036551983,0.005,0.01,1.97E-07,AP003117.1,ECM
5.56E-12,-0.007679106948938,0,0.004,1.98E-07,LINC01801,ECM
5.58E-12,-0.068516939624274,0.449,0.464,1.99E-07,RAD50,ECM
5.60E-12,-0.010476397743211,0.001,0.003,2.00E-07,AC004485.1,ECM
5.64E-12,-0.003593448499379,0,0.003,2.01E-07,OTP,ECM
5.66E-12,-0.026600163729379,0.038,0.05,2.02E-07,TRIP13,ECM
5.74E-12,-0.054123934165025,0.161,0.188,2.05E-07,ZNF318,ECM
5.74E-12,0.042999214098244,0.151,0.142,2.05E-07,INPP1,MBM
5.81E-12,-0.007060008743284,0.009,0.014,2.07E-07,GRIN3A,ECM
5.85E-12,-0.021678800383136,0.043,0.055,2.09E-07,GUCY1A2,ECM
5.92E-12,-0.037774416135956,0.112,0.132,2.11E-07,ZNF354A,ECM
5.95E-12,0.017503218631678,0.022,0.014,2.12E-07,AATBC,MBM
5.96E-12,0.049270422208982,0.296,0.289,2.13E-07,ENTPD4,MBM
5.97E-12,-0.005153525436917,0,0.002,2.13E-07,ASCL1,ECM
6.02E-12,0.04795489217058,0.116,0.107,2.15E-07,LINC02381,MBM
6.02E-12,-0.02016977395103,0.047,0.059,2.15E-07,AC025043.1,ECM
6.05E-12,-0.006690076251916,0.024,0.032,2.16E-07,AC093912.1,ECM
6.07E-12,-0.009796175384479,0.003,0.007,2.16E-07,AP002762.3,ECM
6.10E-12,0.027279666547407,0.035,0.025,2.17E-07,SLC25A10,MBM
6.11E-12,-0.008432510843882,0.002,0.006,2.18E-07,MIR4307HG,ECM
6.26E-12,-0.02219536616465,0.014,0.022,2.23E-07,ZMYND10,ECM
6.30E-12,-0.004160474358708,0.02,0.028,2.25E-07,CPTP,ECM
6.33E-12,-0.011758485656042,0.011,0.017,2.26E-07,AC025031.1,ECM
6.34E-12,0.037588066606178,0.126,0.108,2.26E-07,HCFC2,MBM
6.40E-12,-0.0102935896423,0.007,0.014,2.28E-07,TBC1D8-AS1,ECM
6.41E-12,-0.002976972512769,0.003,0.008,2.28E-07,CABCOCO1,ECM
6.41E-12,-0.007743525179205,0.003,0.007,2.29E-07,AC097532.2,ECM
6.44E-12,0.006310471820344,0.071,0.08,2.30E-07,GLRX5,MBM
6.45E-12,-0.002653316035719,0,0.001,2.30E-07,AC093326.1,ECM
6.45E-12,0.002857939307886,0.001,0,2.30E-07,LINC01582,MBM
6.45E-12,0.05518647617599,0.106,0.092,2.30E-07,BNIP3,MBM
6.47E-12,-0.00829347236868,0,0.002,2.31E-07,AC078905.1,ECM
6.48E-12,-0.004873751445133,0,0.002,2.31E-07,MRGPRF-AS1,ECM
6.50E-12,-0.007506851192371,0.003,0.008,2.32E-07,AC025165.5,ECM
6.51E-12,-0.023324063428866,0.027,0.034,2.32E-07,AL121989.1,ECM
6.52E-12,-0.019130025859856,0.012,0.019,2.33E-07,SLC16A13,ECM
6.53E-12,0.020288531750656,0.054,0.055,2.33E-07,ASB14,MBM
6.53E-12,0.028890114988982,0.035,0.025,2.33E-07,EGFL7,MBM
6.56E-12,-0.013251967988405,0.051,0.065,2.34E-07,DDAH2,ECM
6.57E-12,0.027862517164037,0.041,0.033,2.34E-07,AL157395.1,MBM
6.57E-12,0.033973407289712,0.118,0.117,2.34E-07,EIF2B2,MBM
6.66E-12,0.020010945379394,0.016,0.008,2.37E-07,CDC42BPG,MBM
6.67E-12,0.012544656969846,0.011,0.006,2.38E-07,EPB41L4B,MBM
6.73E-12,0.050883929993492,0.168,0.17,2.40E-07,ELL2,MBM
6.79E-12,-0.008921481173602,0.005,0.01,2.42E-07,HOXC-AS3,ECM
6.84E-12,0.011854150594465,0.008,0.005,2.44E-07,LINC02550,MBM
6.85E-12,-0.108978339192092,0.337,0.357,2.44E-07,SMAD3,ECM
6.86E-12,0.039397065996299,0.238,0.24,2.45E-07,POLE2,MBM
6.87E-12,0.016535772872287,0.016,0.009,2.45E-07,CDRT1,MBM
6.87E-12,-0.04013713547043,0.096,0.116,2.45E-07,AC007014.1,ECM
6.88E-12,0.027328002636037,0.066,0.068,2.45E-07,ERRFI1,MBM
6.89E-12,-0.014539004504077,0.165,0.186,2.46E-07,MAGOH,ECM
6.93E-12,-0.005770913115862,0,0.002,2.47E-07,LINC01139,ECM
6.93E-12,0.010480178147084,0.012,0.007,2.47E-07,TNFRSF25,MBM
6.93E-12,0.055713847495224,0.337,0.333,2.47E-07,MYO1C,MBM
6.94E-12,-0.005401037951219,0,0.002,2.48E-07,DLX2,ECM
6.97E-12,-0.051472254435799,0.218,0.214,2.48E-07,FAM118A,ECM
6.97E-12,0.009857515611234,0.006,0.002,2.49E-07,CTF1,MBM
7.02E-12,-0.00698527771757,0.159,0.174,2.50E-07,TFB2M,ECM
7.03E-12,-0.004956036014387,0.003,0.007,2.51E-07,TMPRSS2,ECM
7.03E-12,0.047547258488913,0.091,0.078,2.51E-07,TMEM173,MBM
7.08E-12,0.01002323890171,0.007,0.003,2.52E-07,KLHDC9,MBM
7.08E-12,0.044351810762825,0.213,0.21,2.52E-07,MAN2B1,MBM
7.09E-12,0.019869619666826,0.025,0.023,2.53E-07,SERTAD1,MBM
7.09E-12,-0.003014526651149,0.002,0.004,2.53E-07,HS3ST3B1,ECM
7.12E-12,0.034712261862191,0.095,0.08,2.54E-07,AC127164.1,MBM
7.13E-12,-0.050352639949939,0.231,0.259,2.54E-07,TLE5,ECM
7.25E-12,-0.029641666336615,0.286,0.313,2.58E-07,UHMK1,ECM
7.36E-12,-0.008516254036439,0.002,0.006,2.62E-07,FAM180A,ECM
7.38E-12,-0.009759074171167,0.002,0.005,2.63E-07,BLK,ECM
7.40E-12,0.074106039659384,0.482,0.462,2.64E-07,TANGO6,MBM
7.42E-12,-0.010068827727018,0.015,0.023,2.64E-07,FILIP1,ECM
7.45E-12,0.072249781065769,0.398,0.383,2.66E-07,TCHP,MBM
7.45E-12,0.011583672592858,0.007,0.002,2.66E-07,HTR3B,MBM
7.46E-12,-0.011958698175814,0.18,0.196,2.66E-07,TYW3,ECM
7.46E-12,0.063959067502103,0.208,0.185,2.66E-07,SDHAF2,MBM
7.50E-12,-0.011798895488189,0.002,0.006,2.67E-07,AC016721.1,ECM
7.57E-12,-0.006693179456587,0.001,0.005,2.70E-07,AL138963.1,ECM
7.60E-12,-0.038519871857506,0.307,0.332,2.71E-07,EIF1AX,ECM
7.66E-12,0.002219381249049,0.025,0.03,2.73E-07,CYP4A22-AS1,MBM
7.70E-12,0.040393455920704,0.101,0.085,2.74E-07,PIK3IP1-AS1,MBM
7.72E-12,0.015343945813279,0.095,0.103,2.75E-07,AKR7A2,MBM
7.72E-12,-0.073821742068438,0.324,0.359,2.75E-07,ICE2,ECM
7.77E-12,-0.007286641666202,0.018,0.025,2.77E-07,FAAH,ECM
7.85E-12,0.007780928192613,0.096,0.106,2.80E-07,LRRC8C-DT,MBM
7.88E-12,0.044053568603062,0.14,0.132,2.81E-07,RBM45,MBM
7.88E-12,0.018811602727406,0.018,0.012,2.81E-07,AC012640.1,MBM
7.91E-12,-0.028681199006633,0.029,0.036,2.82E-07,AL354733.2,ECM
7.94E-12,-0.016680225511088,0.008,0.014,2.83E-07,SNURF,ECM
8.04E-12,-0.092028738573621,0.229,0.252,2.87E-07,RAP2C-AS1,ECM
8.07E-12,-0.051018904567259,0.408,0.439,2.88E-07,DUSP16,ECM
8.11E-12,0.032947956952792,0.085,0.068,2.89E-07,C6orf136,MBM
8.11E-12,-0.036865895173097,0.151,0.174,2.89E-07,EDEM2,ECM
8.15E-12,-0.017200076748832,0.082,0.098,2.91E-07,PLK3,ECM
8.18E-12,-0.011517513434698,0.005,0.011,2.92E-07,AC087286.3,ECM
8.22E-12,-0.008112177763728,0.001,0.003,2.93E-07,AP002075.1,ECM
8.28E-12,0.057164209645362,0.234,0.22,2.95E-07,RBBP5,MBM
8.38E-12,0.03028992789398,0.046,0.04,2.99E-07,RNF157-AS1,MBM
8.42E-12,0.050533048482056,0.137,0.122,3.00E-07,AC012184.4,MBM
8.46E-12,-0.008208011353571,0.001,0.005,3.01E-07,AL136982.3,ECM
8.48E-12,0.036258481968016,0.071,0.057,3.02E-07,AC078846.1,MBM
8.49E-12,-0.030114714874112,0.142,0.164,3.03E-07,E2F6,ECM
8.50E-12,0.036239085096259,0.409,0.412,3.03E-07,HEATR5B,MBM
8.50E-12,0.046403495196525,0.245,0.243,3.03E-07,BCL9,MBM
8.51E-12,0.00960681204728,0.005,0.001,3.03E-07,OR2I1P,MBM
8.53E-12,-0.015890803780988,0.144,0.163,3.04E-07,THAP12,ECM
8.56E-12,-0.006955646969598,0.075,0.088,3.05E-07,BTBD6,ECM
8.63E-12,0.017757958238187,0.02,0.012,3.08E-07,AC127496.1,MBM
8.65E-12,-0.012617180894147,0.027,0.036,3.08E-07,C16orf71,ECM
8.67E-12,0.002134544621381,0.102,0.113,3.09E-07,ZCRB1,MBM
8.70E-12,-0.02929565610147,0.045,0.055,3.10E-07,RAD51AP1,ECM
8.71E-12,0.03834637902813,0.229,0.229,3.10E-07,HMOX2,MBM
8.74E-12,-0.015406809905658,0.009,0.016,3.12E-07,COL4A4,ECM
8.77E-12,-0.050228242075625,0.135,0.16,3.13E-07,ERVK3-1,ECM
8.78E-12,-0.050634691263878,0.069,0.081,3.13E-07,AC113414.1,ECM
9.01E-12,0.020889913640282,0.023,0.014,3.21E-07,AL583810.1,MBM
9.05E-12,-0.034761875231801,0.072,0.089,3.23E-07,ERCC6L,ECM
9.11E-12,-0.006633583693262,0.002,0.006,3.25E-07,AL354956.1,ECM
9.12E-12,-0.043594006683469,0.195,0.223,3.25E-07,ATN1,ECM
9.12E-12,-0.035362194887121,0.071,0.09,3.25E-07,CTBP1-AS,ECM
9.16E-12,0.056054394356638,0.723,0.725,3.26E-07,ANKRD44,MBM
9.18E-12,-0.005390568368778,0,0.002,3.27E-07,AC114550.2,ECM
9.22E-12,0.022564881889469,0.031,0.023,3.29E-07,AP001462.1,MBM
9.22E-12,-0.004508190414515,0,0.002,3.29E-07,AL603783.1,ECM
9.23E-12,0.013632429853922,0.021,0.02,3.29E-07,NAT1,MBM
9.24E-12,-0.012339130139515,0.012,0.02,3.29E-07,SMIM10,ECM
9.26E-12,0.053515926527836,0.172,0.161,3.30E-07,LRP5,MBM
9.27E-12,0.024583995698979,0.01,0.005,3.31E-07,KLHL1,MBM
9.28E-12,-0.028699956327827,0.088,0.109,3.31E-07,BAP1,ECM
9.35E-12,0.046179317926356,0.103,0.085,3.33E-07,SARS2,MBM
9.45E-12,-0.006961727358249,0.029,0.037,3.37E-07,GJA3,ECM
9.46E-12,-0.005826938925248,0.063,0.075,3.37E-07,TIGD5,ECM
9.47E-12,-0.057501150734031,0.113,0.135,3.38E-07,AL024474.2,ECM
9.52E-12,0.05127468259477,0.161,0.146,3.39E-07,AC012184.3,MBM
9.53E-12,0.028393125165329,0.048,0.04,3.40E-07,AL592295.5,MBM
9.59E-12,0.027470271405459,0.04,0.034,3.42E-07,IRX6,MBM
9.59E-12,-0.021834827069731,0.024,0.034,3.42E-07,SGIP1,ECM
9.71E-12,-0.012061557522502,0.006,0.011,3.46E-07,AC005618.4,ECM
9.73E-12,-0.011132197110864,0.052,0.065,3.47E-07,TUBG1,ECM
9.81E-12,-0.040469879603139,0.227,0.253,3.50E-07,TSGA10,ECM
9.83E-12,-0.072681430921126,0.465,0.493,3.50E-07,SLC30A9,ECM
9.85E-12,0.07355233038518,0.567,0.551,3.51E-07,XRN1,MBM
9.97E-12,-0.049208772785882,0.146,0.169,3.55E-07,GSS,ECM
1.00E-11,0.018590854439114,0.038,0.039,3.57E-07,RTL8C,MBM
1.01E-11,0.055870174741575,0.396,0.37,3.59E-07,RC3H2,MBM
1.01E-11,0.056860251462817,0.215,0.197,3.59E-07,ZRSR2,MBM
1.01E-11,-0.009067520504072,0.002,0.007,3.60E-07,AC009093.4,ECM
1.02E-11,-0.046595934343261,0.553,0.585,3.64E-07,TNPO1,ECM
1.04E-11,-0.004129073015025,0.001,0.005,3.70E-07,TBC1D3,ECM
1.04E-11,0.005866732218453,0.009,0.005,3.71E-07,AC132872.3,MBM
1.04E-11,-0.02551297564346,0.553,0.528,3.72E-07,CUL1,ECM
1.05E-11,0.08108180201369,0.29,0.261,3.73E-07,RIPOR2,MBM
1.05E-11,-0.052250686595886,0.39,0.421,3.73E-07,ERGIC1,ECM
1.06E-11,0.010124878268131,0.12,0.129,3.77E-07,EGLN2,MBM
1.06E-11,-0.00714634362806,0.002,0.006,3.77E-07,AC011139.1,ECM
1.06E-11,-0.012754134086773,0.007,0.014,3.78E-07,AC026624.1,ECM
1.06E-11,0.033402056496486,0.045,0.033,3.79E-07,AC068189.2,MBM
1.07E-11,0.006655645652924,0.004,0.001,3.81E-07,AL139327.2,MBM
1.08E-11,-0.010716522643237,0.005,0.01,3.83E-07,AL353708.3,ECM
1.08E-11,-0.002030716349533,0,0.002,3.85E-07,LINC02042,ECM
1.08E-11,0.056863964688631,0.305,0.281,3.85E-07,RNF10,MBM
1.10E-11,-0.023974789919699,0.096,0.115,3.92E-07,TRNP1,ECM
1.10E-11,-0.007684806076186,0.002,0.006,3.93E-07,LINC02608,ECM
1.11E-11,-0.032871783488992,0.126,0.146,3.96E-07,LMBRD2,ECM
1.11E-11,-0.017641418924882,0.012,0.02,3.97E-07,SLITRK5,ECM
1.12E-11,-0.010634467419718,0.058,0.07,3.99E-07,PRXL2C,ECM
1.12E-11,-0.004600842300123,0.002,0.006,4.01E-07,RHPN1-AS1,ECM
1.13E-11,0.020818967698502,0.047,0.046,4.02E-07,MEA1,MBM
1.14E-11,0.004691406580543,0.019,0.022,4.07E-07,PPFIA2,MBM
1.14E-11,0.021812416117927,0.036,0.032,4.07E-07,PLCB2,MBM
1.15E-11,-0.007349260522773,0.001,0.004,4.11E-07,TEMN3-AS1,ECM
1.16E-11,0.030112825279164,0.145,0.15,4.12E-07,POLDIP2,MBM
1.16E-11,-0.006029357431452,0.001,0.004,4.13E-07,AL358333.1,ECM
1.17E-11,-0.012198936688467,0.003,0.008,4.16E-07,RXFP1,ECM
1.17E-11,-0.04558694780268,0.386,0.413,4.17E-07,KAT6B,ECM
1.17E-11,-0.034667926091956,0.104,0.127,4.18E-07,ALG1,ECM
1.18E-11,0.000663986235099,0.033,0.041,4.20E-07,CHCHD5,MBM
1.18E-11,0.051627616891774,0.147,0.133,4.21E-07,AL034405.1,MBM
1.18E-11,0.027232418424861,0.034,0.031,4.21E-07,HLX-AS1,MBM
1.19E-11,0.01077668910208,0.004,0.001,4.24E-07,FBXO40,MBM
1.19E-11,0.015016985834499,0.012,0.007,4.24E-07,ADA2,MBM
1.19E-11,0.036907700971998,0.057,0.047,4.26E-07,LYSMD4,MBM
1.20E-11,-0.01583999801725,0.005,0.01,4.26E-07,LINC02408,ECM
1.20E-11,0.048890195194287,0.193,0.185,4.29E-07,PEX10,MBM
1.21E-11,0.007927391678364,0.01,0.01,4.31E-07,AP005901.6,MBM
1.21E-11,-0.004424799169415,0.001,0.004,4.32E-07,FOXA3,ECM
1.22E-11,0.037354117868867,0.063,0.053,4.35E-07,AC011921.1,MBM
1.22E-11,0.053351963497701,0.161,0.154,4.35E-07,CHEK2,MBM
1.22E-11,-0.007244180636062,0.001,0.003,4.35E-07,AC005609.1,ECM
1.22E-11,0.029466575954659,0.043,0.032,4.36E-07,PIPOX,MBM
1.24E-11,0.020388923424601,0.019,0.011,4.40E-07,SLC39A4,MBM
1.24E-11,-0.01368755483055,0.007,0.013,4.44E-07,MEX3B,ECM
1.25E-11,-0.009577494129642,0.005,0.011,4.45E-07,MISP3,ECM
1.26E-11,-0.015808580707968,0.046,0.058,4.48E-07,PET117,ECM
1.26E-11,0.03223981566008,0.171,0.174,4.49E-07,AHSA1,MBM
1.26E-11,0.02433981768528,0.04,0.036,4.49E-07,LDHAL6A,MBM
1.27E-11,0.047737606086537,0.166,0.16,4.52E-07,SNTA1,MBM
1.27E-11,0.002796307278079,0.085,0.094,4.52E-07,THAP5,MBM
1.27E-11,0.00984406534457,0.013,0.007,4.55E-07,AC099684.2,MBM
1.28E-11,0.010865148205984,0.009,0.005,4.56E-07,LRRC32,MBM
1.28E-11,0.020646016895266,0.062,0.063,4.57E-07,CNTD1,MBM
1.29E-11,0.028138644922632,0.035,0.025,4.59E-07,AC005387.2,MBM
1.29E-11,-0.06689843781936,0.335,0.368,4.59E-07,GAS2L3,ECM
1.30E-11,0.004374889467114,0.156,0.169,4.62E-07,CCNG1,MBM
1.30E-11,-0.030022595467299,0.027,0.029,4.62E-07,IQCN,ECM
1.30E-11,0.044007707919679,0.09,0.079,4.65E-07,ZRANB2-AS1,MBM
1.31E-11,0.002180220960852,0.318,0.339,4.66E-07,NARS,MBM
1.31E-11,-0.005626586603513,0,0.003,4.68E-07,AC022537.1,ECM
1.32E-11,-0.041515420440579,0.096,0.118,4.71E-07,UBL7-AS1,ECM
1.33E-11,-0.026123312563467,0.032,0.044,4.74E-07,IMPG2,ECM
1.33E-11,0.063427594312076,0.177,0.162,4.76E-07,SRP68,MBM
1.35E-11,-0.059136783341279,0.232,0.26,4.82E-07,CWC22,ECM
1.35E-11,-0.02656816652209,0.007,0.012,4.83E-07,AC099560.1,ECM
1.36E-11,-0.002886034298671,0,0.002,4.84E-07,IGHVIV-44-1,ECM
1.36E-11,-0.015830276377951,0.004,0.009,4.86E-07,AC034234.1,ECM
1.37E-11,0.017799436524724,0.046,0.045,4.87E-07,MID1IP1,MBM
1.38E-11,-0.070706516940475,0.167,0.183,4.92E-07,MSANTD2,ECM
1.38E-11,0.049534068374516,0.172,0.157,4.92E-07,DALRD3,MBM
1.38E-11,-0.034081635602458,0.024,0.028,4.93E-07,AC018802.2,ECM
1.39E-11,-0.009827425898236,0.003,0.007,4.96E-07,LINC02384,ECM
1.39E-11,0.003981047507177,0.127,0.144,4.97E-07,BTF3,MBM
1.40E-11,0.032162401268975,0.158,0.159,4.99E-07,GALNS,MBM
1.40E-11,0.037384786819556,0.289,0.29,5.01E-07,MBD3,MBM
1.41E-11,-0.003937585919822,0.001,0.003,5.02E-07,CADM2-AS1,ECM
1.42E-11,-0.012505411950981,0.005,0.011,5.05E-07,DDX4,ECM
1.43E-11,-0.02391215842855,0.02,0.03,5.11E-07,LINC01250,ECM
1.44E-11,-0.022040398773051,0.033,0.044,5.12E-07,CENPH,ECM
1.45E-11,-0.014109265420915,0.005,0.011,5.16E-07,AL158071.4,ECM
1.45E-11,-0.020903626053435,0.358,0.381,5.17E-07,MTF2,ECM
1.45E-11,0.003766878232553,0.005,0.002,5.18E-07,ITPRIP-AS1,MBM
1.46E-11,-0.038412411373686,0.209,0.238,5.20E-07,PSMB2,ECM
1.46E-11,-0.019448380490628,0.032,0.044,5.20E-07,ABHD15,ECM
1.47E-11,-0.012366701469217,0.018,0.028,5.24E-07,ZNF524,ECM
1.48E-11,-0.039712518198173,0.485,0.517,5.26E-07,TRIM33,ECM
1.48E-11,-0.07078173380736,0.168,0.188,5.28E-07,SLC25A53,ECM
1.48E-11,0.074407923184331,0.394,0.385,5.28E-07,RAD9A,MBM
1.50E-11,-0.01952546932304,0.07,0.087,5.34E-07,COMMD9,ECM
1.50E-11,0.013951476773681,0.027,0.028,5.35E-07,GLIDR,MBM
1.51E-11,-0.041941661231289,0.362,0.389,5.37E-07,KDM3A,ECM
1.51E-11,0.037276828299622,0.177,0.174,5.37E-07,GEMIN5,MBM
1.52E-11,0.035071495760758,0.147,0.144,5.41E-07,HOXD3,MBM
1.52E-11,0.016881942481406,0.012,0.005,5.41E-07,C1orf189,MBM
1.52E-11,0.007861368130375,0.024,0.026,5.41E-07,INTS5,MBM
1.53E-11,0.024185255856744,0.029,0.023,5.46E-07,AC010422.2,MBM
1.55E-11,-0.049025359034728,0.186,0.21,5.54E-07,TBCEL,ECM
1.56E-11,0.00819310291104,0.085,0.093,5.55E-07,PDHB,MBM
1.56E-11,-0.004777449155946,0.029,0.038,5.55E-07,PSMD10,ECM
1.57E-11,0.050083843673692,0.079,0.064,5.58E-07,ASTN2-AS1,MBM
1.57E-11,-0.040197362105606,0.04,0.045,5.60E-07,SERP2,ECM
1.59E-11,0.021822209773465,0.054,0.054,5.68E-07,LRWD1,MBM
1.60E-11,0.037652069703379,0.08,0.062,5.69E-07,TSSK3,MBM
1.60E-11,0.006874989106091,0.008,0.004,5.71E-07,AC009948.2,MBM
1.63E-11,0.027683942723231,0.035,0.025,5.80E-07,GRIN2C,MBM
1.63E-11,-0.006399732668733,0.007,0.012,5.80E-07,COL8A2,ECM
1.63E-11,-0.012533283368305,0.019,0.028,5.81E-07,CDK5,ECM
1.63E-11,-0.002061281582426,0.078,0.087,5.82E-07,NEIL1,ECM
1.65E-11,0.075446469272748,0.216,0.191,5.88E-07,SLC16A3,MBM
1.65E-11,-0.013010421836362,0.006,0.011,5.89E-07,MYPN,ECM
1.67E-11,-0.006357184799652,0.001,0.005,5.96E-07,AC009509.4,ECM
1.68E-11,-0.050457318208571,0.158,0.182,5.98E-07,VPS52,ECM
1.68E-11,0.010374269942476,0.01,0.005,6.00E-07,TCAF2,MBM
1.69E-11,0.003398649667072,0.075,0.085,6.01E-07,RELA,MBM
1.70E-11,-0.009674319545813,0.003,0.007,6.06E-07,AC099568.2,ECM
1.70E-11,-0.004338825049809,0.019,0.026,6.07E-07,MEIOB,ECM
1.70E-11,-0.005483112758075,0.001,0.003,6.08E-07,AC009021.1,ECM
1.71E-11,0.018776306632873,0.013,0.008,6.09E-07,HIPK4,MBM
1.73E-11,0.042035664862344,0.408,0.413,6.16E-07,STAU1,MBM
1.74E-11,0.025959159248684,0.093,0.092,6.19E-07,MRPL18,MBM
1.74E-11,-0.03282671652123,0.052,0.066,6.22E-07,GPC2,ECM
1.75E-11,0.066286841810486,0.503,0.474,6.23E-07,DUSP4,MBM
