p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,diffexpressed
0,1.98355373282092,0.106,0.017,0,CNTNAP5,MBM
0,1.7107909928775,0.809,0.576,0,LHFPL3-AS1,MBM
0,1.68778657524907,0.601,0.175,0,FKBP5,MBM
0,1.64991289893334,0.551,0.394,0,NRG3,MBM
0,1.51377147640933,0.55,0.387,0,MAP2,MBM
0,1.46958888344865,0.377,0.04,0,SAMHD1,MBM
0,1.40120572776394,0.664,0.234,0,MET,MBM
0,1.31318827824922,0.81,0.573,0,LHFPL3,MBM
0,1.30642951573457,0.6,0.305,0,AKAP12,MBM
0,1.26147250961281,0.784,0.467,0,HIPK2,MBM
0,1.23917024331933,0.859,0.511,0,MT-ND1,MBM
0,1.23755232818671,0.742,0.635,0,PMEL,MBM
0,1.21883678247224,0.437,0.224,0,ATRNL1,MBM
0,1.21535865631016,0.905,0.778,0,BNC2,MBM
0,1.17549375898241,0.389,0.168,0,ELOVL2,MBM
0,1.1507359082861,0.897,0.548,0,MT-ND3,MBM
0,1.13266515843181,0.725,0.462,0,ARID5B,MBM
0,1.11935986075284,0.632,0.414,0,ABTB2,MBM
0,1.11864245417548,0.275,0.081,0,COL25A1,MBM
0,1.10506414884567,0.795,0.446,0,MT-ND5,MBM
0,1.10275747794955,0.182,0.066,0,HPSE2,MBM
0,1.09777100596232,0.504,0.399,0,PRELID2,MBM
0,1.09716980559581,0.91,0.823,0,IMMP2L,MBM
0,1.0908389945528,0.34,0.129,0,XIST,MBM
0,1.08387235100238,0.922,0.557,0,MT-CO3,MBM
0,1.05341188394506,0.279,0.102,0,PPARGC1A,MBM
0,1.05062345464501,0.613,0.467,0,CCND3,MBM
0,1.04347285973597,0.877,0.53,0,MT-ND4,MBM
0,1.03386775595182,0.344,0.1,0,AC004889.1,MBM
0,1.02352014207758,0.399,0.266,0,ITPR1,MBM
0,1.00928750173296,0.577,0.287,0,ST3GAL1,MBM
0,1.00141318975167,0.752,0.469,0,TRPM1,MBM
0,0.99848318672714,0.503,0.266,0,MTSS1,MBM
0,0.995804242754636,0.685,0.508,0,DAAM2,MBM
0,0.986271594380566,0.793,0.698,0,POLR2F,MBM
0,0.981283357010728,0.349,0.166,0,EYA1,MBM
0,0.979759743298576,0.358,0.189,0,AL157871.4,MBM
0,0.976430402934932,0.901,0.55,0,MT-CO1,MBM
0,0.976306647591822,0.572,0.28,0,CDH1,MBM
0,0.972493310539513,0.823,0.623,0,MLPH,MBM
0,0.966300554213548,0.622,0.506,0,GAS7,MBM
0,0.965945958829246,0.266,0.083,0,NIBAN1,MBM
0,0.962384090171488,0.225,0.086,0,RASGRP3,MBM
0,0.95824318683199,0.349,0.135,0,AC009562.1,MBM
0,0.954303109064851,0.26,0.093,0,ANKRD30B,MBM
0,0.948662415322911,0.585,0.325,0,KCNQ5,MBM
0,0.9429373073797,0.896,0.542,0,MT-ATP6,MBM
0,0.938031378468265,0.698,0.438,0,PLEKHA2,MBM
0,0.924235272383815,0.251,0.042,0,SLC5A4-AS1,MBM
0,0.916146245137963,0.622,0.436,0,GYG2,MBM
0,0.913811055083998,0.499,0.302,0,WARS,MBM
0,0.909046252848761,0.145,0.026,0,ABCA6,MBM
0,0.902835887064272,0.896,0.545,0,MT-CO2,MBM
0,0.898842213343833,0.441,0.267,0,CADPS2,MBM
0,0.89750481871673,0.207,0.068,0,PANTR1,MBM
0,0.897154936607249,0.181,0.011,0,CA8,MBM
0,0.893787651229388,0.705,0.495,0,FGD4,MBM
0,0.893565031191746,0.773,0.605,0,BCL2,MBM
0,0.865482557846075,0.257,0.064,0,MAPK4,MBM
0,0.860845419833849,0.247,0.103,0,TSIX,MBM
0,0.860574228343348,0.145,0.049,0,GNA14,MBM
0,0.854161331345338,0.244,0.094,0,BCAN,MBM
0,0.850185601429536,0.369,0.301,0,RUNX1,MBM
0,0.848400018626285,0.253,0.125,0,NCAM1,MBM
0,0.844970325965879,0.384,0.198,0,TTN,MBM
0,0.842836780334751,0.77,0.618,0,OTUD7B,MBM
0,0.828531881166912,0.622,0.352,0,MT-ND4L,MBM
0,0.820373401456269,0.443,0.165,0,PYGL,MBM
0,0.808441398366583,0.48,0.349,0,ST6GALNAC3,MBM
0,0.808081337408341,0.338,0.199,0,FXYD3,MBM
0,0.804884213153593,0.415,0.15,0,ECHDC2,MBM
0,0.801867854735658,0.803,0.67,0,SGK3,MBM
0,0.795147944221449,0.804,0.752,0,MYO1D,MBM
0,0.794502155417779,0.696,0.52,0,NAALADL2,MBM
0,0.793574880173984,0.258,0.059,0,OR2A1-AS1,MBM
0,0.7911417969487,0.182,0.047,0,CFH,MBM
0,0.789365020323999,0.557,0.352,0,NBPF11,MBM
0,0.789255911070829,0.556,0.36,0,SAMMSON,MBM
0,0.784247279288372,0.289,0.111,0,MAPK10,MBM
0,0.774519381570557,0.263,0.097,0,KCNJ13,MBM
0,0.774147721057987,0.84,0.703,0,DIP2B,MBM
0,0.767378526879555,0.827,0.7,0,RGS20,MBM
1.65085848971589e-313,0.759082819446381,0.166,0.108,0.00E+00,GSG1L,MBM
0,0.758668807941168,0.685,0.506,0,KIRREL1,MBM
0,0.757945589605192,0.435,0.24,0,GAREM1,MBM
0,0.756233791712415,0.805,0.722,0,PVT1,MBM
0,0.752510511581161,0.923,0.864,0,MYO10,MBM
0,0.752228667655451,0.172,0.03,0,PEX5L,MBM
0,0.744465137021326,0.631,0.361,0,CERS4,MBM
0,0.743558811296224,0.658,0.398,0,MT-ATP8,MBM
0,0.733196906176994,0.439,0.324,0,FBXL7,MBM
0,0.730883590967807,0.229,0.065,0,WNK4,MBM
0,0.713328337796686,0.712,0.745,0,PDE10A,MBM
0,0.710736283983786,0.485,0.365,0,ARHGAP31,MBM
0,0.710231187969124,0.58,0.471,0,APBB2,MBM
0,0.70774668224974,0.708,0.594,0,LINC00513,MBM
0,0.7069381067015,0.605,0.587,0,MTHFD1L,MBM
0,0.706407370633321,0.603,0.454,0,PRKCA,MBM
0,0.704216960568751,0.166,0.097,0,AL357873.1,MBM
0,0.7036705810239,0.317,0.147,0,STOX2,MBM
0,0.700430345758722,0.863,0.748,0,AKAP9,MBM
0,0.696755557431935,0.811,0.708,0,IFI16,MBM
0,0.686708201242252,0.814,0.698,0,SEPTIN9,MBM
0,0.681673374928284,0.461,0.242,0,SGSM2,MBM
0,0.673013588356957,0.726,0.691,0,AC110285.1,MBM
0,0.672541604241108,0.221,0.046,0,LINC00923,MBM
0,0.668066371314572,0.601,0.419,0,PARVB,MBM
0,0.665343883847664,0.535,0.387,0,SHTN1,MBM
0,0.65975853114082,0.42,0.247,0,CPEB3,MBM
0,0.654268063087903,0.767,0.614,0,PAG1,MBM
0,0.65181634516712,0.84,0.765,0,LONP2,MBM
0,0.646839286450745,0.368,0.173,0,CDH4,MBM
0,0.643863116717029,0.477,0.293,0,ABCA5,MBM
0,0.641914316674029,0.592,0.419,0,RBMS3,MBM
0,0.641222458652745,0.688,0.572,0,SLC39A11,MBM
0,0.640016181662068,0.364,0.186,0,PDZD2,MBM
0,0.639131920835251,0.714,0.604,0,PIP4K2A,MBM
0,0.633066472178651,0.181,0.089,0,SPARCL1,MBM
0,0.632093563574244,0.184,0.07,0,AC016042.1,MBM
0,0.631408626521891,0.786,0.707,0,AP1S2,MBM
0,0.627816151918901,0.616,0.366,0,MYH10,MBM
0,0.622978748622502,0.169,0.05,0,PDK4,MBM
0,0.620893675094836,0.667,0.543,0,TM7SF3,MBM
0,0.618960001197951,0.31,0.225,0,NPL,MBM
0,0.612808426634561,0.445,0.218,0,AC105052.4,MBM
0,0.611777873566017,0.697,0.527,0,LONRF1,MBM
0,0.606485469217002,0.565,0.436,0,FBXO32,MBM
0,0.604490508220732,0.659,0.591,0,USP32,MBM
0,0.603882280080008,0.199,0.038,0,MLIP,MBM
0,0.603168987076506,0.597,0.413,0,STAT2,MBM
0,0.599454137758814,0.371,0.178,0,AC009495.1,MBM
0,0.599194664601096,0.118,0.023,0,GRIK3,MBM
0,0.597198410466646,0.356,0.184,0,PPM1K,MBM
0,0.596671289458842,0.77,0.778,0,KIAA2026,MBM
0,0.593821162718816,0.645,0.495,0,PTEN,MBM
0,0.593535558543096,0.825,0.731,0,MKLN1,MBM
0,0.593069051399345,0.37,0.292,0,SSU72,MBM
0,0.592175014902957,0.595,0.461,0,BIN3,MBM
0,0.592072667008186,0.673,0.512,0,NPLOC4,MBM
0,0.590752627420512,0.283,0.125,0,PDE3A,MBM
0,0.590644785061406,0.787,0.755,0,FARP2,MBM
0,0.589648113513279,0.837,0.508,0,MT-ND2,MBM
0,0.58837587009263,0.678,0.589,0,DOCK10,MBM
0,0.588367242004044,0.526,0.416,0,IGSF11,MBM
0,0.585972326719443,0.42,0.276,0,PTPN13,MBM
0,0.5858774347668,0.448,0.281,0,HSPA12A,MBM
0,0.582836541057074,0.336,0.127,0,PER1,MBM
0,0.580605443249651,0.638,0.57,0,HIVEP3,MBM
0,0.579827697126168,0.533,0.359,0,KCTD3,MBM
0,0.578421237787044,0.373,0.16,0,SH3D21,MBM
0,0.573302665981068,0.689,0.543,0,PIR,MBM
0,0.571425477801173,0.857,0.766,0,TMEM117,MBM
0,0.568027393071391,0.204,0.08,0,RNLS,MBM
0,0.565477461432281,0.662,0.491,0,POM121,MBM
0,0.560138277772103,0.533,0.377,0,ST6GALNAC2,MBM
0,0.558300025773178,0.436,0.249,0,CMIP,MBM
0,0.557789801438081,0.763,0.611,0,LUC7L2,MBM
0,0.557130250632575,0.582,0.501,0,SORBS1,MBM
0,0.551204633109776,0.5,0.416,0,PSMA1,MBM
0,0.550307944937189,0.596,0.44,0,CYP27A1,MBM
0,0.54864235680173,0.123,0.026,0,CNTN1,MBM
0,0.543583404214813,0.778,0.606,0,TEX41,MBM
0,0.54275067432404,0.361,0.211,0,LRRC1,MBM
0,0.541383064721219,0.564,0.466,0,ITPKB,MBM
0,0.536583051096035,0.735,0.629,0,ST5,MBM
0,0.535941777793093,0.203,0.068,0,MERTK,MBM
0,0.534795779390922,0.29,0.133,0,NBL1,MBM
0,0.530450973700203,0.662,0.532,0,SPATS2,MBM
0,0.52978676711511,0.706,0.711,0,NEDD4L,MBM
0,0.525306868990522,0.515,0.373,0,SPSB1,MBM
0,0.519228455092185,0.813,0.767,0,BCAS3,MBM
0,0.518626076258008,0.745,0.624,0,CEP170,MBM
0,0.515348918508585,0.853,0.521,0,MT-CYB,MBM
0,0.514153829056513,0.852,0.74,0,FHIT,MBM
0,0.514080819003644,0.545,0.406,0,NPAS3,MBM
0,0.512194443152117,0.393,0.239,0,SPDYE3,MBM
0,0.510516407061968,0.759,0.655,0,DDX5,MBM
0,0.50714071041494,0.572,0.454,0,WWP1,MBM
0,0.504076059905388,0.42,0.209,0,MOB3B,MBM
0,0.503637986697971,0.384,0.241,0,MKRN1,MBM
0,0.502889692388249,0.293,0.431,0,NOX4,MBM
0,0.502604401687816,0.303,0.158,0,BAIAP2L1,MBM
0,0.501662672353834,0.377,0.204,0,BAIAP2,MBM
0,0.500351637978418,0.493,0.385,0,PTPN1,MBM
0,0.49849403252921,0.879,0.829,0,SRPK2,MBM
0,0.49842267107131,0.214,0.073,0,AC124864.3,MBM
0,0.496731785512418,0.513,0.391,0,EGLN1,MBM
0,0.496539288257876,0.659,0.533,0,PUM3,MBM
0,0.496382208311972,0.779,0.649,0,SPIRE1,MBM
0,0.495465202072888,0.822,0.768,0,REV3L,MBM
0,0.494872246879043,0.383,0.204,0,ACACB,MBM
0,0.494352741832445,0.513,0.353,0,SLC37A3,MBM
0,0.494094589427195,0.068,0.002,0,LINC02725,MBM
0,0.49283520535246,0.465,0.323,0,PLEKHH1,MBM
0,0.49187002305306,0.457,0.317,0,FAM53B,MBM
0,0.491468938704739,0.492,0.379,0,HPS5,MBM
0,0.491274433779896,0.306,0.169,0,PLSCR1,MBM
0,0.490513273430724,0.569,0.385,0,TFCP2,MBM
0,0.489155435928606,0.515,0.322,0,ZNF608,MBM
0,0.488375640871957,0.295,0.138,0,EZR,MBM
0,0.487437679611822,0.553,0.405,0,ARHGEF10,MBM
0,0.482910518456018,0.278,0.111,0,ZNF536,MBM
0,0.482387935786319,0.262,0.137,0,TSPYL2,MBM
0,0.481778450565073,0.75,0.669,0,WSB1,MBM
0,0.479082657652821,0.651,0.534,0,PIK3CB,MBM
0,0.476165383212218,0.432,0.303,0,SH3PXD2A,MBM
0,0.47492185817489,0.469,0.303,0,NAPEPLD,MBM
0,0.473310269700375,0.521,0.385,0,MAP3K3,MBM
0,0.473255519589381,0.323,0.155,0,MCAM,MBM
0,0.471723794847317,0.598,0.462,0,RBPMS,MBM
0,0.470581455833643,0.648,0.524,0,SUCLG2,MBM
0,0.466334461376553,0.131,0.014,0,SLC5A4,MBM
0,0.463569295974353,0.31,0.138,0,TXNIP,MBM
0,0.462766501843224,0.766,0.668,0,RNF213,MBM
0,0.458742736734999,0.77,0.681,0,SLC25A13,MBM
0,0.458360495569972,0.237,0.119,0,ARHGEF26,MBM
0,0.457593466252603,0.474,0.302,0,DCAKD,MBM
0,0.454201837194052,0.478,0.335,0,SLC19A2,MBM
0,0.453211675122409,0.628,0.525,0,ACACA,MBM
0,0.451657581989521,0.482,0.324,0,INSR,MBM
0,0.451341106723611,0.355,0.176,0,TTN-AS1,MBM
0,0.451186792716061,0.345,0.204,0,TBX2,MBM
0,0.450804140861811,0.201,0.072,0,EFHD1,MBM
0,0.450266645648966,0.305,0.152,0,SHMT1,MBM
0,0.445981505605885,0.715,0.603,0,CPEB2,MBM
0,0.444236638491206,0.696,0.604,0,LPGAT1,MBM
0,0.441246411315549,0.152,0.018,0,ME1,MBM
0,0.441120760889621,0.378,0.227,0,PPP1R9A,MBM
0,0.440652799186074,0.216,0.087,0,ABCA10,MBM
0,0.440573080861501,0.231,0.094,0,MGAT5B,MBM
0,0.440333537634888,0.762,0.657,0,EPS8,MBM
0,0.437471422409094,0.764,0.683,0,POLR2J3,MBM
0,0.437452458604552,0.557,0.41,0,USP54,MBM
0,0.435100208145553,0.469,0.314,0,NBPF12,MBM
0,0.433410886923234,0.315,0.179,0,PDE4DIP,MBM
0,0.433301507720549,0.672,0.539,0,PRKRIP1,MBM
0,0.432850458372562,0.189,0.308,0,NELL1,MBM
0,0.430146380424523,0.457,0.332,0,CFLAR,MBM
0,0.429645225190378,0.347,0.212,0,ADAMTSL4-AS1,MBM
0,0.427437599616513,0.728,0.633,0,ST3GAL4,MBM
0,0.426393682675183,0.293,0.142,0,AATK,MBM
0,0.425453691539964,0.822,0.767,0,DDX17,MBM
0,0.424996326276138,0.839,0.643,0,NLGN1,MBM
0,0.421492249846395,0.689,0.572,0,RPS6KC1,MBM
0,0.419048122993819,0.207,0.059,0,C2CD2,MBM
0,0.416766946667936,0.57,0.453,0,HEATR5A,MBM
0,0.415998703245763,0.513,0.368,0,STRADA,MBM
0,0.412381664671096,0.337,0.169,0,TSPAN10,MBM
0,0.409144458842227,0.165,0.068,0,SNHG25,MBM
0,0.408325157659269,0.284,0.136,0,GALNT3,MBM
0,0.405297301672056,0.321,0.193,0,TSC22D4,MBM
0,0.404502752268981,0.545,0.42,0,BCL2L13,MBM
0,0.402539739712943,0.279,0.14,0,PRKAG2,MBM
0,0.402265429574862,0.33,0.194,0,BCR,MBM
0,0.400799252256056,0.08,0.011,0,CYSLTR2,MBM
0,0.399756492078462,0.309,0.166,0,SPDYE21P,MBM
0,0.398906457609196,0.826,0.769,0,SPIDR,MBM
0,0.397890730316037,0.267,0.125,0,HMGA1P4,MBM
0,0.397359256223585,0.663,0.557,0,VPS53,MBM
0,0.396252820492677,0.373,0.164,0,TNS1,MBM
0,0.395354940750294,0.605,0.511,0,CABIN1,MBM
5.11877204072895e-313,0.393605164522575,0.827,0.761,0.00E+00,MICAL3,MBM
0,0.391108785115774,0.189,0.048,0,PDE9A,MBM
0,0.388647273266764,0.161,0.061,0,LIMCH1,MBM
0,0.388236174907365,0.315,0.168,0,ARL17B,MBM
0,0.38675875428924,0.183,0.065,0,RIPK4,MBM
0,0.383711897607492,0.142,0.045,0,KCNS3,MBM
0,0.38367049164496,0.217,0.111,0,PLSCR4,MBM
0,0.382484389579948,0.178,0.068,0,ACOT11,MBM
0,0.380719648520254,0.864,0.811,0,BPTF,MBM
0,0.37818650064734,0.164,0.052,0,PAPLN,MBM
0,0.376797981960916,0.615,0.52,0,MED15,MBM
0,0.37625932485125,0.309,0.171,0,WDR91,MBM
0,0.37409427560416,0.158,0.053,0,RAB20,MBM
0,0.370619784207835,0.898,0.867,0,RERE,MBM
0,0.369123328969406,0.153,0.047,0,MCTP2,MBM
0,0.367557954491042,0.158,0.056,0,PHKA1,MBM
0,0.364898600128436,0.589,0.392,0,DMD,MBM
0,0.36388915361794,0.218,0.094,0,SNX24,MBM
0,0.362659800248605,0.235,0.1,0,CDK18,MBM
0,0.362409418691328,0.054,0.003,0,ZBTB16,MBM
0,0.358833182031573,0.093,0.009,0,PLEKHG4B,MBM
0,0.350804211547188,0.165,0.043,0,TDRP,MBM
0,0.348595778823338,0.869,0.817,0,ASH1L,MBM
0,0.343397886510302,0.099,0.002,0,AC092535.4,MBM
0,0.338330863074343,0.085,0.012,0,SEMA3E,MBM
0,0.331875314122479,0.059,0.005,0,PID1,MBM
0,0.331516898191986,0.094,0.015,0,CCDC141,MBM
0,0.325489564635765,0.134,0.043,0,INSYN2B,MBM
0,0.324183867431898,0.184,0.063,0,EPHX2,MBM
0,0.319331947168385,0.118,0.026,0,PLEKHA6,MBM
0,0.301423346553213,0.146,0.041,0,DMKN,MBM
0,0.301278570641297,0.174,0.052,0,PLXND1,MBM
0,0.288574070779844,0.129,0.045,0,ARHGEF37,MBM
0,0.284016044953935,0.082,0.004,0,LINC02232,MBM
0,0.283955605824186,0.128,0.026,0,ENPP1,MBM
0,0.269888106046092,0.158,0.045,0,SPDYE2B,MBM
0,0.264950153790787,0.146,0.033,0,AL162457.2,MBM
0,0.256803735557941,0.068,0.001,0,RNF212,MBM
0,0.245705015070839,0.717,0.828,0,DST,MBM
0,0.238934623275475,0.475,0.274,0,PRTG,MBM
0,0.238656596760938,0.099,0.013,0,PTPRU,MBM
0,0.223725133577177,0.09,0.017,0,MYL9,MBM
0,0.218511882543497,0.095,0.02,0,KCNJ10,MBM
0,0.195789513826878,0.083,0.126,0,KIAA1217,MBM
0,0.187777001907953,0.065,0.001,0,GJB6,MBM
0,0.185104705894763,0.55,0.387,0,ABCB5,MBM
0,0.180407666149128,0.09,0.017,0,SULT1A1,MBM
0,0.180123859595754,0.049,0.001,0,MYOC,MBM
0,0.164388366182652,0.052,0.001,0,GJA1,MBM
0,0.05443951360035,0.359,0.203,0,TENM3,MBM
0,0.047371781672106,0.332,0.203,0,TYRP1,MBM
0,0.03047480052852,0.243,0.379,0,TMEM178B,MBM
0,0.011323884747722,0.596,0.432,0,PKNOX2,MBM
0,0.006797888148016,0.784,0.512,0,MT-ND6,MBM
0,-0.109132695840215,0.002,0.052,0,MAGEA10,ECM
0,-0.127054077315066,0.006,0.07,0,SELENOM,ECM
0,-0.140379300959996,0.001,0.047,0,AC138761.1,ECM
0,-0.140626121436304,0,0.047,0,AL355516.1,ECM
0,-0.14134515825952,0.005,0.078,0,AC092069.1,ECM
0,-0.141623085058348,0.002,0.06,0,CNR1,ECM
0,-0.151199911347073,0.008,0.076,0,LINC01474,ECM
0,-0.160003518751793,0,0.058,0,AC121342.1,ECM
0,-0.160174242174143,0.002,0.081,0,MAGEC2,ECM
0,-0.16178749784472,0.001,0.074,0,AC090023.1,ECM
0,-0.162724584849183,0.002,0.066,0,LINC02780,ECM
0,-0.166228951123125,0.001,0.047,0,AC009271.1,ECM
0,-0.166765575934758,0.002,0.052,0,VCAN-AS1,ECM
0,-0.167245150807884,0.013,0.083,0,HOXB2,ECM
0,-0.167687389921835,0,0.062,0,LINC00442,ECM
0,-0.167725871250858,0,0.047,0,AL353633.1,ECM
0,-0.167949439636457,0.021,0.098,0,MTRNR2L8,ECM
0,-0.170768839404032,0.015,0.091,0,FZD7,ECM
0,-0.171620756162512,0.002,0.066,0,AP001604.1,ECM
0,-0.173851194674156,0.015,0.094,0,IL1R1,ECM
0,-0.180235106745469,0.018,0.097,0,AL596330.1,ECM
0,-0.182050561547787,0.003,0.057,0,AP003066.1,ECM
0,-0.183810105251083,0.001,0.054,0,MAGEC3,ECM
0,-0.189828154864418,0.003,0.064,0,FAM3B,ECM
0,-0.192891735642277,0.011,0.089,0,LINC00645,ECM
0,-0.194420870760475,0.061,0.169,0,BEX4,ECM
0,-0.198177292981501,0.005,0.079,0,LINC02050,ECM
0,-0.19926733030486,0.023,0.114,0,NPTXR,ECM
0,-0.202059304810656,0.001,0.065,0,LINC02726,ECM
0,-0.202838746021377,0.002,0.064,0,ZNF676,ECM
0,-0.20433443743986,0.012,0.096,0,LAMB3,ECM
0,-0.206779760826661,0.001,0.052,0,AL451048.1,ECM
0,-0.209279471664791,0.014,0.087,0,AC068774.1,ECM
0,-0.211774296547955,0.001,0.065,0,AC013265.1,ECM
0,-0.214233215047428,0.041,0.139,0,SEZ6L2,ECM
0,-0.21482015590656,0.005,0.061,0,HAP1,ECM
0,-0.21837971805447,0.005,0.061,0,LINC02474,ECM
0,-0.219085142627039,0.006,0.07,0,AC020637.1,ECM
0,-0.223103660190188,0.017,0.1,0,AC060809.1,ECM
0,-0.223607992329595,0.002,0.087,0,LINC02228,ECM
0,-0.225568716232659,0.015,0.089,0,AC006296.3,ECM
0,-0.227450752981429,0.001,0.058,0,AC099517.1,ECM
0,-0.229658699043091,0.014,0.102,0,LINC02616,ECM
0,-0.230975857624374,0.021,0.104,0,SH3GL2,ECM
0,-0.231726317350266,0.003,0.062,0,LINC02801,ECM
0,-0.233062981437413,0.009,0.075,0,CACNG4,ECM
0,-0.233356729446811,0.007,0.076,0,IQCA1,ECM
0,-0.234614652163366,0.001,0.076,0,AC093791.1,ECM
0,-0.238597089829,0,0.06,0,ZNF385D-AS2,ECM
0,-0.239896292612979,0.013,0.095,0,LINC01517,ECM
0,-0.241688986397415,0.005,0.068,0,AP000820.2,ECM
0,-0.242133010424265,0.003,0.065,0,LINC01241,ECM
0,-0.242240678276522,0.053,0.161,0,PMEPA1,ECM
0,-0.242389380138779,0.002,0.088,0,AC068756.1,ECM
0,-0.245206592483624,0.017,0.089,0,LINC00426,ECM
0,-0.24706465502072,0.004,0.061,0,LINC02413,ECM
0,-0.247431948443821,0.012,0.103,0,NAA11,ECM
0,-0.247726048585106,0.056,0.162,0,PLP2,ECM
0,-0.247869856749078,0.018,0.108,0,AC024084.1,ECM
0,-0.249531109775047,0.031,0.109,0,ZNF730,ECM
0,-0.251047215294663,0.017,0.097,0,AC113418.1,ECM
0,-0.25145747828165,0.008,0.067,0,AP001005.3,ECM
0,-0.255507775725366,0.068,0.188,0,CEP126,ECM
0,-0.255902990843658,0.021,0.095,0,SEMA6B,ECM
0,-0.259385038639063,0.016,0.096,0,LINC01579,ECM
0,-0.259518768392432,0.01,0.101,0,EXPH5,ECM
0,-0.261100532903285,0.01,0.077,0,LINC02492,ECM
0,-0.264349436659129,0.004,0.066,0,COL13A1,ECM
0,-0.264639361333245,0.031,0.122,0,RBM20,ECM
0,-0.265200008385992,0.017,0.092,0,HS6ST2,ECM
0,-0.266353359420155,0.006,0.086,0,AC090159.1,ECM
0,-0.267970322979666,0.008,0.082,0,SV2C,ECM
0,-0.269743672734178,0.01,0.107,0,AC010148.1,ECM
0,-0.274079740617629,0,0.048,0,KLK5,ECM
0,-0.274218881601163,0.004,0.064,0,AP000561.1,ECM
0,-0.277793466767786,0.005,0.063,0,AL583808.1,ECM
0,-0.27935594242116,0.003,0.067,0,GPR55,ECM
0,-0.279437950112459,0.023,0.102,0,PMAIP1,ECM
0,-0.286690855398656,0.003,0.058,0,LINC02511,ECM
0,-0.286971332857167,0.005,0.086,0,AC023796.1,ECM
0,-0.290946237778019,0.01,0.095,0,SLAMF7,ECM
0,-0.293382108444901,0.032,0.121,0,DPYD-AS1,ECM
0,-0.295366436736216,0.087,0.207,0,ITM2C,ECM
0,-0.298981789110515,0.15,0.294,0,PRNP,ECM
0,-0.300948096806242,0.121,0.253,0,SP140L,ECM
0,-0.301197556858822,0.003,0.103,0,LINC02326,ECM
0,-0.303224215186168,0.034,0.129,0,STARD4-AS1,ECM
0,-0.30367220826715,0.014,0.108,0,PGM5,ECM
0,-0.30369090162445,0.009,0.068,0,ARNTL2,ECM
0,-0.304486822550757,0.103,0.224,0,JUND,ECM
0,-0.305885621033594,0.003,0.078,0,AL353753.1,ECM
0,-0.307673574671226,0.003,0.081,0,AL137001.2,ECM
0,-0.308028714323717,0.015,0.093,0,AP005230.1,ECM
0,-0.308356307801476,0.02,0.097,0,LINC01885,ECM
0,-0.310739578562214,0.035,0.147,0,AC091912.3,ECM
0,-0.311733616755786,0.009,0.071,0,LINC00158,ECM
0,-0.312587384316157,0,0.062,0,AC090358.1,ECM
0,-0.314389607838612,0.081,0.228,0,PLAG1,ECM
0,-0.315321825062406,0.01,0.11,0,LINC02207,ECM
0,-0.315949202442855,0.001,0.065,0,CHRM2,ECM
0,-0.319203683192283,0.006,0.083,0,LINC02388,ECM
0,-0.320266476572937,0.01,0.083,0,CCN4,ECM
4.44710035136496e-313,-0.320518546751298,0.066,0.163,0.00E+00,TMEM204,ECM
0,-0.320725042859429,0.024,0.114,0,SMIM3,ECM
0,-0.321419443711431,0.103,0.234,0,ARHGEF28,ECM
0,-0.321488063077898,0.003,0.096,0,RERG,ECM
0,-0.321672890329356,0.006,0.09,0,CACNA2D3,ECM
0,-0.323649508071153,0.016,0.101,0,AC007405.1,ECM
0,-0.325339579460012,0.047,0.133,0,IL17RD,ECM
3.19115518224653e-313,-0.32543520189935,0.115,0.238,0.00E+00,AC090517.5,ECM
0,-0.327320213215005,0.003,0.086,0,AC079772.1,ECM
0,-0.327714631438551,0.002,0.068,0,PREX2,ECM
0,-0.327850029191752,0.009,0.089,0,SNTG1,ECM
0,-0.328067296385972,0.107,0.26,0,SLC35B2,ECM
0,-0.32831545123158,0.057,0.163,0,KIF26B-AS1,ECM
0,-0.32914126550088,0.011,0.087,0,SLIT3,ECM
0,-0.329272827549855,0.025,0.149,0,AL390800.1,ECM
0,-0.330195818399626,0.044,0.19,0,PERP,ECM
0,-0.33160671141525,0.003,0.085,0,AC076968.2,ECM
0,-0.332743513752336,0.804,0.869,0,N4BP2L2,ECM
0,-0.333170547296563,0.039,0.139,0,AL109946.1,ECM
0,-0.338497314727444,0.01,0.109,0,TRPM8,ECM
0,-0.34018782721992,0.017,0.11,0,GAD1,ECM
0,-0.342527251347774,0.134,0.288,0,ACP5,ECM
0,-0.343170400000889,0.002,0.071,0,MGAM2,ECM
0,-0.344041519061143,0.046,0.139,0,ALDH1A3,ECM
0,-0.344539616341525,0.004,0.083,0,LINC01920,ECM
0,-0.347972052795242,0.045,0.162,0,SUSD5,ECM
0,-0.348349290702522,0.047,0.153,0,TSPAN7,ECM
0,-0.349043601241386,0.101,0.25,0,DDR1,ECM
0,-0.349271581854608,0.009,0.087,0,AC105402.3,ECM
0,-0.349813949796053,0.02,0.113,0,NCKAP5-AS2,ECM
0,-0.35048249310882,0.004,0.116,0,LINC01518,ECM
0,-0.350528099900062,0.002,0.062,0,AC016687.2,ECM
0,-0.351208183234523,0.038,0.162,0,ID4,ECM
0,-0.351222259099819,0.036,0.153,0,AC023469.1,ECM
0,-0.351486844064232,0.031,0.164,0,RNF180,ECM
0,-0.351493341159938,0.02,0.13,0,RYR2,ECM
0,-0.351937165283371,0.063,0.174,0,AC010974.2,ECM
0,-0.35283597810049,0.002,0.075,0,AC046168.1,ECM
